county,precinct,office,district,Candidate,party,election_day,absentee,provisional,early_voting,paper,votes,,
Morgan,Mountain Green 1.1,Registered Voters,,,,1076,1076,1076,1076,1076,1076,,
Morgan,Peterson 2.2,Registered Voters,,,,1228,1228,1228,1228,1228,1228,,
Morgan,Canyon Creek 3.3,Registered Voters,,,,529,529,529,529,529,529,,
Morgan,City 4.4,Registered Voters,,,,1055,1055,1055,1055,1055,1055,,
Morgan,No Morgan 5.5,Registered Voters,,,,1028,1028,1028,1028,1028,1028,,
Morgan,CC State Senate 6.3,Registered Voters,,,,355,355,355,355,355,355,,
Morgan,Croydon 7.5,Registered Voters,,,,79,79,79,79,79,79,,
Morgan,Total,Registered Voters,,,,5350,5350,5350,5350,5350,5350,,
Morgan,Mountain Green 1.1,Ballots Cast,,,,439,50,0,47,0,536,,
Morgan,Peterson 2.2,Ballots Cast,,,,490,78,0,79,0,647,,
Morgan,Canyon Creek 3.3,Ballots Cast,,,,215,32,0,46,0,293,,
Morgan,City 4.4,Ballots Cast,,,,427,31,0,105,0,563,,
Morgan,No Morgan 5.5,Ballots Cast,,,,415,39,0,97,0,551,,
Morgan,CC State Senate 6.3,Ballots Cast,,,,159,15,0,22,0,196,,
Morgan,Croydon 7.5,Ballots Cast,,,,0,59,0,0,0,59,,
Morgan,Total,Ballots Cast,,,,2145,304,0,396,0,2845,,
Morgan,Mountain Green 1.1,Straight Party,,Libertarian,LIB,2,0,0,0,0,2,,
Morgan,Peterson 2.2,Straight Party,,Libertarian,LIB,1,0,0,0,0,1,,
Morgan,Canyon Creek 3.3,Straight Party,,Libertarian,LIB,0,0,0,0,0,0,,
Morgan,City 4.4,Straight Party,,Libertarian,LIB,0,0,0,0,0,0,,
Morgan,No Morgan 5.5,Straight Party,,Libertarian,LIB,0,0,0,0,0,0,,
Morgan,CC State Senate 6.3,Straight Party,,Libertarian,LIB,0,0,0,0,0,0,,
Morgan,Croydon 7.5,Straight Party,,Libertarian,LIB,0,0,0,0,0,0,,
Morgan,Total,Straight Party,,Libertarian,LIB,3,0,0,0,0,3,,
Morgan,Mountain Green 1.1,Straight Party,,Independent American Party,IAP,3,0,0,0,0,3,,
Morgan,Peterson 2.2,Straight Party,,Independent American Party,IAP,1,0,0,1,0,2,,
Morgan,Canyon Creek 3.3,Straight Party,,Independent American Party,IAP,3,0,0,0,0,3,,
Morgan,City 4.4,Straight Party,,Independent American Party,IAP,4,1,0,0,0,5,,
Morgan,No Morgan 5.5,Straight Party,,Independent American Party,IAP,5,0,0,0,0,5,,
Morgan,CC State Senate 6.3,Straight Party,,Independent American Party,IAP,1,0,0,0,0,1,,
Morgan,Croydon 7.5,Straight Party,,Independent American Party,IAP,0,1,0,0,0,1,,
Morgan,Total,Straight Party,,Independent American Party,IAP,17,2,0,1,0,20,,
Morgan,Mountain Green 1.1,Straight Party,,Republican,REP,105,8,0,8,0,121,,
Morgan,Peterson 2.2,Straight Party,,Republican,REP,130,8,0,20,0,158,,
Morgan,Canyon Creek 3.3,Straight Party,,Republican,REP,61,2,0,8,0,71,,
Morgan,City 4.4,Straight Party,,Republican,REP,80,7,0,16,0,103,,
Morgan,No Morgan 5.5,Straight Party,,Republican,REP,61,6,0,18,0,85,,
Morgan,CC State Senate 6.3,Straight Party,,Republican,REP,31,1,0,4,0,36,,
Morgan,Croydon 7.5,Straight Party,,Republican,REP,0,5,0,0,0,5,,
Morgan,Total,Straight Party,,Republican,REP,468,37,0,74,0,579,,
Morgan,Mountain Green 1.1,Straight Party,,Constitution Party,CON,0,0,0,0,0,0,,
Morgan,Peterson 2.2,Straight Party,,Constitution Party,CON,3,0,0,1,0,4,,
Morgan,Canyon Creek 3.3,Straight Party,,Constitution Party,CON,1,0,0,0,0,1,,
Morgan,City 4.4,Straight Party,,Constitution Party,CON,1,0,0,0,0,1,,
Morgan,No Morgan 5.5,Straight Party,,Constitution Party,CON,0,0,0,1,0,1,,
Morgan,CC State Senate 6.3,Straight Party,,Constitution Party,CON,0,0,0,0,0,0,,
Morgan,Croydon 7.5,Straight Party,,Constitution Party,CON,0,0,0,0,0,0,,
Morgan,Total,Straight Party,,Constitution Party,CON,5,0,0,2,0,7,,
Morgan,Mountain Green 1.1,Straight Party,,Democratic Party,DEM,16,2,0,5,0,23,,
Morgan,Peterson 2.2,Straight Party,,Democratic Party,DEM,10,1,0,0,0,11,,
Morgan,Canyon Creek 3.3,Straight Party,,Democratic Party,DEM,4,2,0,1,0,7,,
Morgan,City 4.4,Straight Party,,Democratic Party,DEM,8,0,0,6,0,14,,
Morgan,No Morgan 5.5,Straight Party,,Democratic Party,DEM,8,0,0,0,0,8,,
Morgan,CC State Senate 6.3,Straight Party,,Democratic Party,DEM,3,0,0,0,0,3,,
Morgan,Croydon 7.5,Straight Party,,Democratic Party,DEM,0,1,0,0,0,1,,
Morgan,Total,Straight Party,,Democratic Party,DEM,49,6,0,12,0,67,,
Morgan,Mountain Green 1.1,U.S. House,1,Donna McAleer,DEM,76,9,0,17,0,102,,
Morgan,Peterson 2.2,U.S. House,1,Donna McAleer,DEM,74,20,0,14,0,108,,
Morgan,Canyon Creek 3.3,U.S. House,1,Donna McAleer,DEM,22,7,0,8,0,37,,
Morgan,City 4.4,U.S. House,1,Donna McAleer,DEM,70,7,0,24,0,101,,
Morgan,No Morgan 5.5,U.S. House,1,Donna McAleer,DEM,68,12,0,18,0,98,,
Morgan,CC State Senate 6.3,U.S. House,1,Donna McAleer,DEM,18,0,0,2,0,20,,
Morgan,Croydon 7.5,U.S. House,1,Donna McAleer,DEM,0,11,0,0,0,11,,
Morgan,Total,U.S. House,1,Donna McAleer,DEM,328,66,0,83,0,477,,
Morgan,Mountain Green 1.1,U.S. House,1,Dwayne A Vance,1AP,12,3,0,2,0,17,,
Morgan,Peterson 2.2,U.S. House,1,Dwayne A Vance,1AP,13,2,0,3,0,18,,
Morgan,Canyon Creek 3.3,U.S. House,1,Dwayne A Vance,1AP,4,0,0,0,0,4,,
Morgan,City 4.4,U.S. House,1,Dwayne A Vance,1AP,14,1,0,2,0,17,,
Morgan,No Morgan 5.5,U.S. House,1,Dwayne A Vance,1AP,14,0,0,0,0,14,,
Morgan,CC State Senate 6.3,U.S. House,1,Dwayne A Vance,1AP,4,0,0,1,0,5,,
Morgan,Croydon 7.5,U.S. House,1,Dwayne A Vance,1AP,0,4,0,0,0,4,,
Morgan,Total,U.S. House,1,Dwayne A Vance,1AP,61,10,0,8,0,79,,
Morgan,Mountain Green 1.1,U.S. House,1,Rob Bishop,REP,321,36,0,28,0,385,,
Morgan,Peterson 2.2,U.S. House,1,Rob Bishop,REP,371,53,0,61,0,485,,
Morgan,Canyon Creek 3.3,U.S. House,1,Rob Bishop,REP,179,22,0,34,0,235,,
Morgan,City 4.4,U.S. House,1,Rob Bishop,REP,320,19,0,73,0,412,,
Morgan,No Morgan 5.5,U.S. House,1,Rob Bishop,REP,313,24,0,75,0,412,,
Morgan,CC State Senate 6.3,U.S. House,1,Rob Bishop,REP,129,13,0,18,0,160,,
Morgan,Croydon 7.5,U.S. House,1,Rob Bishop,REP,0,36,0,0,0,36,,
Morgan,Total,U.S. House,1,Rob Bishop,REP,1633,203,0,289,0,2125,,
Morgan,Mountain Green 1.1,U.S. House,1,Craig Bowden,LIB,25,2,0,0,0,27,,
Morgan,Peterson 2.2,U.S. House,1,Craig Bowden,LIB,24,3,0,1,0,28,,
Morgan,Canyon Creek 3.3,U.S. House,1,Craig Bowden,LIB,8,1,0,2,0,11,,
Morgan,City 4.4,U.S. House,1,Craig Bowden,LIB,16,1,0,5,0,22,,
Morgan,No Morgan 5.5,U.S. House,1,Craig Bowden,LIB,14,1,0,0,0,15,,
Morgan,CC State Senate 6.3,U.S. House,1,Craig Bowden,LIB,5,2,0,1,0,8,,
Morgan,Croydon 7.5,U.S. House,1,Craig Bowden,LIB,0,6,0,0,0,6,,
Morgan,Total,U.S. House,1,Craig Bowden,LIB,92,16,0,9,0,117,,
Morgan,Mountain Green 1.1,Attorney General,,W. Andrew McCullough,LIB,21,3,0,3,0,27,,
Morgan,Peterson 2.2,Attorney General,,W. Andrew McCullough,LIB,14,0,0,5,0,19,,
Morgan,Canyon Creek 3.3,Attorney General,,W. Andrew McCullough,LIB,12,0,0,0,0,12,,
Morgan,City 4.4,Attorney General,,W. Andrew McCullough,LIB,17,2,0,3,0,22,,
Morgan,No Morgan 5.5,Attorney General,,W. Andrew McCullough,LIB,7,1,0,1,0,9,,
Morgan,CC State Senate 6.3,Attorney General,,W. Andrew McCullough,LIB,7,6,0,1,0,14,,
Morgan,Croydon 7.5,Attorney General,,W. Andrew McCullough,LIB,0,3,0,0,0,3,,
Morgan,Total,Attorney General,,W. Andrew McCullough,LIB,78,15,0,13,0,106,,
Morgan,Mountain Green 1.1,Attorney General,,Gregory G. Hansen,CON,18,5,0,2,0,25,,
Morgan,Peterson 2.2,Attorney General,,Gregory G. Hansen,CON,22,4,0,3,0,29,,
Morgan,Canyon Creek 3.3,Attorney General,,Gregory G. Hansen,CON,7,1,0,2,0,10,,
Morgan,City 4.4,Attorney General,,Gregory G. Hansen,CON,16,0,0,2,0,18,,
Morgan,No Morgan 5.5,Attorney General,,Gregory G. Hansen,CON,19,0,0,3,0,22,,
Morgan,CC State Senate 6.3,Attorney General,,Gregory G. Hansen,CON,2,0,0,1,0,3,,
Morgan,Croydon 7.5,Attorney General,,Gregory G. Hansen,CON,0,5,0,0,0,5,,
Morgan,Total,Attorney General,,Gregory G. Hansen,CON,84,15,0,13,0,112,,
Morgan,Mountain Green 1.1,Attorney General,,Charles A. Stormont,DEM,61,8,0,13,0,82,,
Morgan,Peterson 2.2,Attorney General,,Charles A. Stormont,DEM,60,10,0,6,0,76,,
Morgan,Canyon Creek 3.3,Attorney General,,Charles A. Stormont,DEM,20,3,0,5,0,28,,
Morgan,City 4.4,Attorney General,,Charles A. Stormont,DEM,53,6,0,25,0,84,,
Morgan,No Morgan 5.5,Attorney General,,Charles A. Stormont,DEM,57,7,0,8,0,72,,
Morgan,CC State Senate 6.3,Attorney General,,Charles A. Stormont,DEM,18,0,0,2,0,20,,
Morgan,Croydon 7.5,Attorney General,,Charles A. Stormont,DEM,0,7,0,0,0,7,,
Morgan,Total,Attorney General,,Charles A. Stormont,DEM,269,41,0,59,0,369,,
Morgan,Mountain Green 1.1,Attorney General,,Sean D. Reyes,REP,318,33,0,29,0,380,,
Morgan,Peterson 2.2,Attorney General,,Sean D. Reyes,REP,374,60,0,60,0,494,,
Morgan,Canyon Creek 3.3,Attorney General,,Sean D. Reyes,REP,169,25,0,39,0,233,,
Morgan,City 4.4,Attorney General,,Sean D. Reyes,REP,319,19,0,73,0,411,,
Morgan,No Morgan 5.5,Attorney General,,Sean D. Reyes,REP,301,26,0,76,0,403,,
Morgan,CC State Senate 6.3,Attorney General,,Sean D. Reyes,REP,120,9,0,17,0,146,,
Morgan,Croydon 7.5,Attorney General,,Sean D. Reyes,REP,0,39,0,0,0,39,,
Morgan,Total,Attorney General,,Sean D. Reyes,REP,1601,211,0,294,0,2106,,
Morgan,Mountain Green 1.1,Attorney General,,Leslie D Curtis,IAP,14,0,0,0,0,14,,
Morgan,Peterson 2.2,Attorney General,,Leslie D Curtis,IAP,7,2,0,5,0,14,,
Morgan,Canyon Creek 3.3,Attorney General,,Leslie D Curtis,IAP,5,0,0,0,0,5,,
Morgan,City 4.4,Attorney General,,Leslie D Curtis,IAP,13,0,1,0,0,14,,
Morgan,No Morgan 5.5,Attorney General,,Leslie D Curtis,IAP,17,3,0,4,0,24,,
Morgan,CC State Senate 6.3,Attorney General,,Leslie D Curtis,IAP,5,0,0,1,0,6,,
Morgan,Croydon 7.5,Attorney General,,Leslie D Curtis,IAP,0,4,0,0,0,4,,
Morgan,Total,Attorney General,,Leslie D Curtis,IAP,61,9,0,11,0,81,,
Morgan,Mountain Green 1.1,State Senate,18,Ann Millner,REP,357,34,0,32,0,423,,
Morgan,Peterson 2.2,State Senate,18,Ann Millner,REP,404,63,0,66,0,533,,
Morgan,Canyon Creek 3.3,State Senate,18,Ann Millner,REP,189,21,0,42,0,252,,
Morgan,City 4.4,State Senate,18,Ann Millner,REP,351,23,0,85,0,459,,
Morgan,No Morgan 5.5,State Senate,18,Ann Millner,REP,334,29,0,83,0,446,,
Morgan,CC State Senate 6.3,State Senate,18,Ann Millner,REP,0,0,0,0,0,0,,
Morgan,Croydon 7.5,State Senate,18,Ann Millner,REP,0,0,0,0,0,0,,
Morgan,Total,State Senate,18,Ann Millner,REP,1635,170,0,308,0,2113,,
Morgan,Mountain Green 1.1,State Senate,18,Mat Wenzel,DEM,52,11,0,13,0,76,,
Morgan,Peterson 2.2,State Senate,18,Mat Wenzel,DEM,50,11,0,7,0,68,,
Morgan,Canyon Creek 3.3,State Senate,18,Mat Wenzel,DEM,15,7,0,4,0,26,,
Morgan,City 4.4,State Senate,18,Mat Wenzel,DEM,47,5,0,15,0,67,,
Morgan,No Morgan 5.5,State Senate,18,Mat Wenzel,DEM,53,7,0,7,0,67,,
Morgan,CC State Senate 6.3,State Senate,18,Mat Wenzel,DEM,0,0,0,0,0,0,,
Morgan,Croydon 7.5,State Senate,18,Mat Wenzel,DEM,0,0,0,0,0,0,,
Morgan,Total,State Senate,18,Mat Wenzel,DEM,217,41,0,46,0,304,,
Morgan,Mountain Green 1.1,State House,53,Ray L. Worthen,DEM,104,12,0,14,0,130,,
Morgan,Peterson 2.2,State House,53,Ray L. Worthen,DEM,84,19,0,20,0,123,,
Morgan,Canyon Creek 3.3,State House,53,Ray L. Worthen,DEM,29,11,0,9,0,49,,
Morgan,City 4.4,State House,53,Ray L. Worthen,DEM,76,5,0,30,0,111,,
Morgan,No Morgan 5.5,State House,53,Ray L. Worthen,DEM,78,11,0,15,0,104,,
Morgan,CC State Senate 6.3,State House,53,Ray L. Worthen,DEM,23,3,0,0,0,26,,
Morgan,Croydon 7.5,State House,53,Ray L. Worthen,DEM,0,12,0,0,0,12,,
Morgan,Total,State House,53,Ray L. Worthen,DEM,394,73,0,88,0,555,,
Morgan,Mountain Green 1.1,State House,53,Melvin R. Brown,REP,328,38,0,33,0,399,,
Morgan,Peterson 2.2,State House,53,Melvin R. Brown,REP,389,57,0,56,0,502,,
Morgan,Canyon Creek 3.3,State House,53,Melvin R. Brown,REP,184,20,0,36,0,240,,
Morgan,City 4.4,State House,53,Melvin R. Brown,REP,334,25,0,75,0,434,,
Morgan,No Morgan 5.5,State House,53,Melvin R. Brown,REP,323,27,0,76,0,426,,
Morgan,CC State Senate 6.3,State House,53,Melvin R. Brown,REP,133,12,0,22,0,167,,
Morgan,Croydon 7.5,State House,53,Melvin R. Brown,REP,0,45,0,0,0,45,,
Morgan,Total,State House,53,Melvin R. Brown,REP,1691,224,0,298,0,2213,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
