county,precincts,office,district,party,candidate,votes
Carbon,West Helper,Governor,,Libertarian,Brian E. Kamerath,8
Carbon,West Helper,Governor,,Democratic,Mike Weinholtz,171
Carbon,East County,Governor,,Republican,Gary R. Herbert,442
Carbon,East County,Governor,,Independent,Superdell Schanze,4
Carbon,East County,Governor,,Libertarian,Brian E. Kamerath,11
Carbon,East County,Governor,,Democratic,Mike Weinholtz,93
Carbon,Fairgrounds,Governor,,Republican,Gary R. Herbert,168
Carbon,Fairgrounds,Governor,,Independent,Superdell Schanze,6
Carbon,Fairgrounds,Governor,,Libertarian,Brian E. Kamerath,5
Carbon,Fairgrounds,Governor,,Democratic,Mike Weinholtz,46
Carbon,Castle Heights North,Governor,,Republican,Gary R. Herbert,411
Carbon,Castle Heights North,Governor,,Independent,Superdell Schanze,5
Carbon,Castle Heights North,Governor,,Libertarian,Brian E. Kamerath,11
Carbon,Castle Heights North,Governor,,Democratic,Mike Weinholtz,102
Carbon,Central Price,Governor,,Republican,Gary R. Herbert,185
Carbon,Central Price,Governor,,Independent,Superdell Schanze,5
Carbon,Central Price,Governor,,Libertarian,Brian E. Kamerath,5
Carbon,Central Price,Governor,,Democratic,Mike Weinholtz,85
Carbon,North East Price,Governor,,Republican,Gary R. Herbert,294
Carbon,North East Price,Governor,,Independent,Superdell Schanze,10
Carbon,North East Price,Governor,,Libertarian,Brian E. Kamerath,12
Carbon,North East Price,Governor,,Democratic,Mike Weinholtz,104
Carbon,North Price,Governor,,Republican,Gary R. Herbert,263
Carbon,North Price,Governor,,Independent,Superdell Schanze,9
Carbon,North Price,Governor,,Libertarian,Brian E. Kamerath,7
Carbon,North Price,Governor,,Democratic,Mike Weinholtz,103
Carbon,Castle Heights,Governor,,Republican,Gary R. Herbert,337
Carbon,Castle Heights,Governor,,Independent,Superdell Schanze,7
Carbon,Castle Heights,Governor,,Libertarian,Brian E. Kamerath,11
Carbon,Castle Heights,Governor,,Democratic,Mike Weinholtz,81
Carbon,South County,Governor,,Republican,Gary R. Herbert,326
Carbon,South County,Governor,,Independent,Superdell Schanze,7
Carbon,South County,Governor,,Libertarian,Brian E. Kamerath,10
Carbon,South County,Governor,,Democratic,Mike Weinholtz,92
Carbon,Spring Glen,Governor,,Republican,Gary R. Herbert,421
Carbon,Spring Glen,Governor,,Independent,Superdell Schanze,5
Carbon,Spring Glen,Governor,,Libertarian,Brian E. Kamerath,12
Carbon,Spring Glen,Governor,,Democratic,Mike Weinholtz,165
Carbon,Carbonville,Governor,,Republican,Gary R. Herbert,367
Carbon,Carbonville,Governor,,Independent,Superdell Schanze,7
Carbon,Carbonville,Governor,,Libertarian,Brian E. Kamerath,14
Carbon,Carbonville,Governor,,Democratic,Mike Weinholtz,126
Carbon,Westwood,Governor,,Republican,Gary R. Herbert,440
Carbon,Westwood,Governor,,Independent,Superdell Schanze,4
Carbon,Westwood,Governor,,Libertarian,Brian E. Kamerath,7
Carbon,Westwood,Governor,,Democratic,Mike Weinholtz,102
Carbon,Miller Creek,Governor,,Republican,Gary R. Herbert,106
Carbon,Miller Creek,Governor,,Independent,Superdell Schanze,9
Carbon,Miller Creek,Governor,,Libertarian,Brian E. Kamerath,3
Carbon,Miller Creek,Governor,,Democratic,Mike Weinholtz,35
Carbon,Scofield,Governor,,,Write-in,0
Carbon,Pleasant Valley,Governor,,,Write-in,0
Carbon,East Helper,Governor,,,Write-in,0
Carbon,South Price,Governor,,,Write-in,0
Carbon,East Price,Governor,,,Write-in,0
Carbon,Wellington,Governor,,,Write-in,2
Carbon,East Carbon,Governor,,,Write-in,2
Carbon,West Helper,Governor,,,Write-in,0
Carbon,East County,Governor,,,Write-in,0
Carbon,Fairgrounds,Governor,,,Write-in,0
Carbon,Castle Heights North,Governor,,,Write-in,0
Carbon,Central Price,Governor,,,Write-in,0
Carbon,North East Price,Governor,,,Write-in,0
Carbon,North Price,Governor,,,Write-in,2
Carbon,Castle Heights,Governor,,,Write-in,0
Carbon,South County,Governor,,,Write-in,0
Carbon,Spring Glen,Governor,,,Write-in,0
Carbon,Carbonville,Governor,,,Write-in,2
Carbon,Westwood,Governor,,,Write-in,0
Carbon,Miller Creek,Governor,,,Write-in,0
Carbon,Scofield,Attorney General,,Independent,Michael W. Isbell,1
Carbon,Scofield,Attorney General,,Democratic,Jon V. Harper,7
Carbon,Scofield,Attorney General,,Republican,Sean D. Reyes,16
Carbon,Scofield,Attorney General,,Libertarian,W. Andrew McCullough,3
Carbon,Pleasant Valley,Attorney General,,Independent,Michael W. Isbell,2
Carbon,Pleasant Valley,Attorney General,,Democratic,Jon V. Harper,5
Carbon,Pleasant Valley,Attorney General,,Republican,Sean D. Reyes,5
Carbon,Pleasant Valley,Attorney General,,Libertarian,W. Andrew McCullough,0
Carbon,East Helper,Attorney General,,Independent,Michael W. Isbell,15
Carbon,East Helper,Attorney General,,Democratic,Jon V. Harper,122
Carbon,East Helper,Attorney General,,Republican,Sean D. Reyes,166
Carbon,East Helper,Attorney General,,Libertarian,W. Andrew McCullough,32
Carbon,South Price,Attorney General,,Independent,Michael W. Isbell,22
Carbon,South Price,Attorney General,,Democratic,Jon V. Harper,111
Carbon,South Price,Attorney General,,Republican,Sean D. Reyes,310
Carbon,South Price,Attorney General,,Libertarian,W. Andrew McCullough,33
Carbon,East Price,Attorney General,,Independent,Michael W. Isbell,22
Carbon,East Price,Attorney General,,Democratic,Jon V. Harper,104
Carbon,East Price,Attorney General,,Republican,Sean D. Reyes,236
Carbon,East Price,Attorney General,,Libertarian,W. Andrew McCullough,49
Carbon,Wellington,Attorney General,,Independent,Michael W. Isbell,26
Carbon,Wellington,Attorney General,,Democratic,Jon V. Harper,104
Carbon,Wellington,Attorney General,,Republican,Sean D. Reyes,361
Carbon,Wellington,Attorney General,,Libertarian,W. Andrew McCullough,37
Carbon,East Carbon,Attorney General,,Independent,Michael W. Isbell,24
Carbon,East Carbon,Attorney General,,Democratic,Jon V. Harper,189
Carbon,East Carbon,Attorney General,,Republican,Sean D. Reyes,298
Carbon,East Carbon,Attorney General,,Libertarian,W. Andrew McCullough,52
Carbon,West Helper,Attorney General,,Independent,Michael W. Isbell,21
Carbon,West Helper,Attorney General,,Democratic,Jon V. Harper,151
Carbon,West Helper,Attorney General,,Republican,Sean D. Reyes,226
Carbon,West Helper,Attorney General,,Libertarian,W. Andrew McCullough,35
Carbon,East County,Attorney General,,Independent,Michael W. Isbell,12
Carbon,East County,Attorney General,,Democratic,Jon V. Harper,77
Carbon,East County,Attorney General,,Republican,Sean D. Reyes,414
Carbon,East County,Attorney General,,Libertarian,W. Andrew McCullough,36
Carbon,Fairgrounds,Attorney General,,Independent,Michael W. Isbell,8
Carbon,Fairgrounds,Attorney General,,Democratic,Jon V. Harper,38
Carbon,Fairgrounds,Attorney General,,Republican,Sean D. Reyes,152
Carbon,Fairgrounds,Attorney General,,Libertarian,W. Andrew McCullough,17
Carbon,Castle Heights North,Attorney General,,Independent,Michael W. Isbell,22
Carbon,Castle Heights North,Attorney General,,Democratic,Jon V. Harper,71
Carbon,Castle Heights North,Attorney General,,Republican,Sean D. Reyes,374
Carbon,Castle Heights North,Attorney General,,Libertarian,W. Andrew McCullough,39
Carbon,Central Price,Attorney General,,Independent,Michael W. Isbell,12
Carbon,Central Price,Attorney General,,Democratic,Jon V. Harper,58
Carbon,Central Price,Attorney General,,Republican,Sean D. Reyes,179
Carbon,Central Price,Attorney General,,Libertarian,W. Andrew McCullough,22
Carbon,North East Price,Attorney General,,Independent,Michael W. Isbell,21
Carbon,North East Price,Attorney General,,Democratic,Jon V. Harper,93
Carbon,North East Price,Attorney General,,Republican,Sean D. Reyes,257
Carbon,North East Price,Attorney General,,Libertarian,W. Andrew McCullough,33
Carbon,North Price,Attorney General,,Independent,Michael W. Isbell,24
Carbon,North Price,Attorney General,,Democratic,Jon V. Harper,65
Carbon,North Price,Attorney General,,Republican,Sean D. Reyes,250
Carbon,North Price,Attorney General,,Libertarian,W. Andrew McCullough,33
Carbon,Castle Heights,Attorney General,,Independent,Michael W. Isbell,12
Carbon,Castle Heights,Attorney General,,Democratic,Jon V. Harper,61
Carbon,Castle Heights,Attorney General,,Republican,Sean D. Reyes,325
Carbon,Castle Heights,Attorney General,,Libertarian,W. Andrew McCullough,29
Carbon,South County,Attorney General,,Independent,Michael W. Isbell,11
Carbon,South County,Attorney General,,Democratic,Jon V. Harper,66
Carbon,South County,Attorney General,,Republican,Sean D. Reyes,300
Carbon,South County,Attorney General,,Libertarian,W. Andrew McCullough,39
Carbon,Spring Glen,Attorney General,,Independent,Michael W. Isbell,24
Carbon,Spring Glen,Attorney General,,Democratic,Jon V. Harper,127
Carbon,Spring Glen,Attorney General,,Republican,Sean D. Reyes,379
Carbon,Spring Glen,Attorney General,,Libertarian,W. Andrew McCullough,55
Carbon,Carbonville,Attorney General,,Independent,Michael W. Isbell,14
Carbon,Carbonville,Attorney General,,Democratic,Jon V. Harper,105
Carbon,Carbonville,Attorney General,,Republican,Sean D. Reyes,349
Carbon,Carbonville,Attorney General,,Libertarian,W. Andrew McCullough,39
Carbon,Westwood,Attorney General,,Independent,Michael W. Isbell,16
Carbon,Westwood,Attorney General,,Democratic,Jon V. Harper,94
Carbon,Westwood,Attorney General,,Republican,Sean D. Reyes,393
Carbon,Westwood,Attorney General,,Libertarian,W. Andrew McCullough,37
Carbon,Miller Creek,Attorney General,,Independent,Michael W. Isbell,7
Carbon,Miller Creek,Attorney General,,Democratic,Jon V. Harper,25
Carbon,Miller Creek,Attorney General,,Republican,Sean D. Reyes,113
Carbon,Miller Creek,Attorney General,,Libertarian,W. Andrew McCullough,5
Carbon,Scofield,State Auditor,,Republican,John Dougall,11
Carbon,Scofield,State Auditor,,Independent,Jared Green,2
Carbon,Scofield,State Auditor,,Democratic,Mike Mitchell,14
Carbon,Pleasant Valley,State Auditor,,Republican,John Dougall,5
Carbon,Pleasant Valley,State Auditor,,Independent,Jared Green,1
Carbon,Pleasant Valley,State Auditor,,Democratic,Mike Mitchell,6
Carbon,East Helper,State Auditor,,Republican,John Dougall,148
Carbon,East Helper,State Auditor,,Independent,Jared Green,28
Carbon,East Helper,State Auditor,,Democratic,Mike Mitchell,155
Carbon,South Price,State Auditor,,Republican,John Dougall,268
Carbon,South Price,State Auditor,,Independent,Jared Green,37
Carbon,South Price,State Auditor,,Democratic,Mike Mitchell,160
Carbon,East Price,State Auditor,,Republican,John Dougall,229
Carbon,East Price,State Auditor,,Independent,Jared Green,39
Carbon,East Price,State Auditor,,Democratic,Mike Mitchell,142
Carbon,Wellington,State Auditor,,Republican,John Dougall,338
Carbon,Wellington,State Auditor,,Independent,Jared Green,38
Carbon,Wellington,State Auditor,,Democratic,Mike Mitchell,148
Carbon,East Carbon,State Auditor,,Republican,John Dougall,255
Carbon,East Carbon,State Auditor,,Independent,Jared Green,54
Carbon,East Carbon,State Auditor,,Democratic,Mike Mitchell,255
Carbon,West Helper,State Auditor,,Republican,John Dougall,188
Carbon,West Helper,State Auditor,,Independent,Jared Green,36
Carbon,West Helper,State Auditor,,Democratic,Mike Mitchell,216
Carbon,East County,State Auditor,,Republican,John Dougall,372
Carbon,East County,State Auditor,,Independent,Jared Green,25
Carbon,East County,State Auditor,,Democratic,Mike Mitchell,138
Carbon,Fairgrounds,State Auditor,,Republican,John Dougall,131
Carbon,Fairgrounds,State Auditor,,Independent,Jared Green,14
Carbon,Fairgrounds,State Auditor,,Democratic,Mike Mitchell,68
Carbon,Castle Heights North,State Auditor,,Republican,John Dougall,337
Carbon,Castle Heights North,State Auditor,,Independent,Jared Green,32
Carbon,Castle Heights North,State Auditor,,Democratic,Mike Mitchell,131
Carbon,Central Price,State Auditor,,Republican,John Dougall,144
Carbon,Central Price,State Auditor,,Independent,Jared Green,15
Carbon,Central Price,State Auditor,,Democratic,Mike Mitchell,107
Carbon,North East Price,State Auditor,,Republican,John Dougall,234
Carbon,North East Price,State Auditor,,Independent,Jared Green,34
Carbon,North East Price,State Auditor,,Democratic,Mike Mitchell,132
Carbon,North Price,State Auditor,,Republican,John Dougall,213
Carbon,North Price,State Auditor,,Independent,Jared Green,34
Carbon,North Price,State Auditor,,Democratic,Mike Mitchell,123
Carbon,Castle Heights,State Auditor,,Republican,John Dougall,297
Carbon,Castle Heights,State Auditor,,Independent,Jared Green,24
Carbon,Castle Heights,State Auditor,,Democratic,Mike Mitchell,105
Carbon,South County,State Auditor,,Republican,John Dougall,277
Carbon,South County,State Auditor,,Independent,Jared Green,27
Carbon,South County,State Auditor,,Democratic,Mike Mitchell,112
Carbon,Spring Glen,State Auditor,,Republican,John Dougall,348
Carbon,Spring Glen,State Auditor,,Independent,Jared Green,36
Carbon,Spring Glen,State Auditor,,Democratic,Mike Mitchell,204
Carbon,Carbonville,State Auditor,,Republican,John Dougall,306
Carbon,Carbonville,State Auditor,,Independent,Jared Green,41
Carbon,Carbonville,State Auditor,,Democratic,Mike Mitchell,153
Carbon,Westwood,State Auditor,,Republican,John Dougall,370
Carbon,Westwood,State Auditor,,Independent,Jared Green,30
Carbon,Westwood,State Auditor,,Democratic,Mike Mitchell,136
Carbon,Miller Creek,State Auditor,,Republican,John Dougall,110
Carbon,Miller Creek,State Auditor,,Independent,Jared Green,8
Carbon,Miller Creek,State Auditor,,Democratic,Mike Mitchell,34
Carbon,Scofield,State Treasurer,,Constitution,Richard Proctor,3
Carbon,Scofield,State Treasurer,,Democratic,Neil A Hansen,12
Carbon,Scofield,State Treasurer,,Republican,David Damschen,11
Carbon,Pleasant Valley,State Treasurer,,Constitution,Richard Proctor,1
Carbon,Pleasant Valley,State Treasurer,,Democratic,Neil A Hansen,6
Carbon,Pleasant Valley,State Treasurer,,Republican,David Damschen,5
Carbon,East Helper,State Treasurer,,Constitution,Richard Proctor,27
Carbon,East Helper,State Treasurer,,Democratic,Neil A Hansen,159
Carbon,East Helper,State Treasurer,,Republican,David Damschen,142
Carbon,South Price,State Treasurer,,Constitution,Richard Proctor,44
Carbon,South Price,State Treasurer,,Democratic,Neil A Hansen,171
Carbon,South Price,State Treasurer,,Republican,David Damschen,247
Carbon,East Price,State Treasurer,,Constitution,Richard Proctor,34
Carbon,East Price,State Treasurer,,Democratic,Neil A Hansen,168
Carbon,East Price,State Treasurer,,Republican,David Damschen,207
Carbon,Wellington,State Treasurer,,Constitution,Richard Proctor,40
Carbon,Wellington,State Treasurer,,Democratic,Neil A Hansen,158
Carbon,Wellington,State Treasurer,,Republican,David Damschen,319
Carbon,East Carbon,State Treasurer,,Constitution,Richard Proctor,35
Carbon,East Carbon,State Treasurer,,Democratic,Neil A Hansen,269
Carbon,East Carbon,State Treasurer,,Republican,David Damschen,247
Carbon,West Helper,State Treasurer,,Constitution,Richard Proctor,22
Carbon,West Helper,State Treasurer,,Democratic,Neil A Hansen,219
Carbon,West Helper,State Treasurer,,Republican,David Damschen,194
Carbon,East County,State Treasurer,,Constitution,Richard Proctor,26
Carbon,East County,State Treasurer,,Democratic,Neil A Hansen,145
Carbon,East County,State Treasurer,,Republican,David Damschen,363
Carbon,Fairgrounds,State Treasurer,,Constitution,Richard Proctor,16
Carbon,Fairgrounds,State Treasurer,,Democratic,Neil A Hansen,60
Carbon,Fairgrounds,State Treasurer,,Republican,David Damschen,135
Carbon,Castle Heights North,State Treasurer,,Constitution,Richard Proctor,36
Carbon,Castle Heights North,State Treasurer,,Democratic,Neil A Hansen,138
Carbon,Castle Heights North,State Treasurer,,Republican,David Damschen,320
Carbon,Central Price,State Treasurer,,Constitution,Richard Proctor,12
Carbon,Central Price,State Treasurer,,Democratic,Neil A Hansen,108
Carbon,Central Price,State Treasurer,,Republican,David Damschen,145
Carbon,North East Price,State Treasurer,,Constitution,Richard Proctor,34
Carbon,North East Price,State Treasurer,,Democratic,Neil A Hansen,130
Carbon,North East Price,State Treasurer,,Republican,David Damschen,235
Carbon,North Price,State Treasurer,,Constitution,Richard Proctor,25
Carbon,North Price,State Treasurer,,Democratic,Neil A Hansen,121
Carbon,North Price,State Treasurer,,Republican,David Damschen,219
Carbon,Castle Heights,State Treasurer,,Constitution,Richard Proctor,27
Carbon,Castle Heights,State Treasurer,,Democratic,Neil A Hansen,112
Carbon,Castle Heights,State Treasurer,,Republican,David Damschen,284
Carbon,South County,State Treasurer,,Constitution,Richard Proctor,30
Carbon,South County,State Treasurer,,Democratic,Neil A Hansen,124
Carbon,South County,State Treasurer,,Republican,David Damschen,262
Carbon,Spring Glen,State Treasurer,,Constitution,Richard Proctor,41
Carbon,Spring Glen,State Treasurer,,Democratic,Neil A Hansen,201
Carbon,Spring Glen,State Treasurer,,Republican,David Damschen,342
Carbon,Carbonville,State Treasurer,,Constitution,Richard Proctor,36
Carbon,Carbonville,State Treasurer,,Democratic,Neil A Hansen,161
Carbon,Carbonville,State Treasurer,,Republican,David Damschen,292
Carbon,Westwood,State Treasurer,,Constitution,Richard Proctor,31
Carbon,Westwood,State Treasurer,,Democratic,Neil A Hansen,147
Carbon,Westwood,State Treasurer,,Republican,David Damschen,354
Carbon,Miller Creek,State Treasurer,,Constitution,Richard Proctor,10
Carbon,Miller Creek,State Treasurer,,Democratic,Neil A Hansen,38
Carbon,Miller Creek,State Treasurer,,Republican,David Damschen,102
Carbon,Scofield,State Senate,,Republican,David P. Hinkins,16
Carbon,Scofield,State Senate,,Democratic,Heidi Redd,10
Carbon,Pleasant Valley,State Senate,,Republican,David P. Hinkins,7
Carbon,Pleasant Valley,State Senate,,Democratic,Heidi Redd,5
Carbon,East Helper,State Senate,,Republican,David P. Hinkins,194
Carbon,East Helper,State Senate,,Democratic,Heidi Redd,141
Carbon,South Price,State Senate,,Republican,David P. Hinkins,356
Carbon,South Price,State Senate,,Democratic,Heidi Redd,123
Carbon,East Price,State Senate,,Republican,David P. Hinkins,284
Carbon,East Price,State Senate,,Democratic,Heidi Redd,124
Carbon,Wellington,State Senate,,Republican,David P. Hinkins,413
Carbon,Wellington,State Senate,,Democratic,Heidi Redd,126
Carbon,East Carbon,State Senate,,Republican,David P. Hinkins,352
Carbon,East Carbon,State Senate,,Democratic,Heidi Redd,225
Carbon,West Helper,State Senate,,Republican,David P. Hinkins,269
Carbon,West Helper,State Senate,,Democratic,Heidi Redd,175
Carbon,East County,State Senate,,Republican,David P. Hinkins,430
Carbon,East County,State Senate,,Democratic,Heidi Redd,111
Carbon,Fairgrounds,State Senate,,Republican,David P. Hinkins,167
Carbon,Fairgrounds,State Senate,,Democratic,Heidi Redd,53
Carbon,Castle Heights North,State Senate,,Republican,David P. Hinkins,418
Carbon,Castle Heights North,State Senate,,Democratic,Heidi Redd,100
Carbon,Central Price,State Senate,,Republican,David P. Hinkins,198
Carbon,Central Price,State Senate,,Democratic,Heidi Redd,81
Carbon,North East Price,State Senate,,Republican,David P. Hinkins,299
Carbon,North East Price,State Senate,,Democratic,Heidi Redd,122
Carbon,North Price,State Senate,,Republican,David P. Hinkins,269
Carbon,North Price,State Senate,,Democratic,Heidi Redd,108
Carbon,Castle Heights,State Senate,,Republican,David P. Hinkins,343
Carbon,Castle Heights,State Senate,,Democratic,Heidi Redd,91
Carbon,South County,State Senate,,Republican,David P. Hinkins,347
Carbon,South County,State Senate,,Democratic,Heidi Redd,81
Carbon,Spring Glen,State Senate,,Republican,David P. Hinkins,435
Carbon,Spring Glen,State Senate,,Democratic,Heidi Redd,164
Carbon,Carbonville,State Senate,,Republican,David P. Hinkins,370
Carbon,Carbonville,State Senate,,Democratic,Heidi Redd,136
Carbon,Westwood,State Senate,,Republican,David P. Hinkins,428
Carbon,Westwood,State Senate,,Democratic,Heidi Redd,117
Carbon,Miller Creek,State Senate,,Republican,David P. Hinkins,116
Carbon,Miller Creek,State Senate,,Democratic,Heidi Redd,37
Carbon,Scofield,State House,,Democratic,Brad King,17
Carbon,Scofield,State House,,Republican,Christine F. Watkins,10
Carbon,Pleasant Valley,State House,,Democratic,Brad King,8
Carbon,Pleasant Valley,State House,,Republican,Christine F. Watkins,4
Carbon,East Helper,State House,,Democratic,Brad King,229
Carbon,East Helper,State House,,Republican,Christine F. Watkins,114
Carbon,South Price,State House,,Democratic,Brad King,259
Carbon,South Price,State House,,Republican,Christine F. Watkins,227
Carbon,East Price,State House,,Democratic,Brad King,252
Carbon,East Price,State House,,Republican,Christine F. Watkins,162
Carbon,Wellington,State House,,Democratic,Brad King,277
Carbon,Wellington,State House,,Republican,Christine F. Watkins,274
Carbon,East Carbon,State House,,Democratic,Brad King,322
Carbon,East Carbon,State House,,Republican,Christine F. Watkins,262
Carbon,West Helper,State House,,Democratic,Brad King,287
Carbon,West Helper,State House,,Republican,Christine F. Watkins,156
Carbon,East County,State House,,Democratic,Brad King,254
Carbon,East County,State House,,Republican,Christine F. Watkins,295
Carbon,Fairgrounds,State House,,Democratic,Brad King,138
Carbon,Fairgrounds,State House,,Republican,Christine F. Watkins,84
Carbon,Castle Heights North,State House,,Democratic,Brad King,378
Carbon,Castle Heights North,State House,,Republican,Christine F. Watkins,151
Carbon,Central Price,State House,,Democratic,Brad King,170
Carbon,Central Price,State House,,Republican,Christine F. Watkins,109
Carbon,North East Price,State House,,Democratic,Brad King,270
Carbon,North East Price,State House,,Republican,Christine F. Watkins,151
Carbon,North Price,State House,,Democratic,Brad King,253
Carbon,North Price,State House,,Republican,Christine F. Watkins,135
Carbon,Castle Heights,State House,,Democratic,Brad King,275
Carbon,Castle Heights,State House,,Republican,Christine F. Watkins,163
Carbon,South County,State House,,Democratic,Brad King,235
Carbon,South County,State House,,Republican,Christine F. Watkins,193
Carbon,Spring Glen,State House,,Democratic,Brad King,355
Carbon,Spring Glen,State House,,Republican,Christine F. Watkins,249
Carbon,Carbonville,State House,,Democratic,Brad King,284
Carbon,Carbonville,State House,,Republican,Christine F. Watkins,230
Carbon,Westwood,State House,,Democratic,Brad King,334
Carbon,Westwood,State House,,Republican,Christine F. Watkins,216
Carbon,Miller Creek,State House,,Democratic,Brad King,67
Carbon,Miller Creek,State House,,Republican,Christine F. Watkins,90
