candidate,office,district,party,county,precinct,votes
,Straight Party,,Constitution,Piute,Marysvale 1-1,0
,Straight Party,,United Utah Party ,Piute,Marysvale 1-1,0
,Straight Party,,Libertarian,Piute,Marysvale 1-1,0
,Straight Party,,Republican,Piute,Marysvale 1-1,49
,Straight Party,,Green Party,Piute,Marysvale 1-1,0
,Straight Party,,Democrat,Piute,Marysvale 1-1,2
,Straight Party,,Independent American,Piute,Marysvale 1-1,1
Tim Aalders,US Senate,,Constitution,Piute,Marysvale 1-1,24
Craig R. Bowden,US Senate,,Libertarian,Piute,Marysvale 1-1,11
Reed C. McCandless,US Senate,,IAP,Piute,Marysvale 1-1,3
Jenny Wilson,US Senate,,Democrat,Piute,Marysvale 1-1,22
Mitt Romney,US Senate,,Republican,Piute,Marysvale 1-1,118
Write-In Votes,US Senate,,,Piute,Marysvale 1-1,1
Chris Stewart,US House,2,Republican,Piute,Marysvale 1-1,156
Jeffrey Whipple,US House,2,Libertarian,Piute,Marysvale 1-1,3
Shireen Ghorbani,US House,2,Democrat,Piute,Marysvale 1-1,18
Phil Lyman,State House,73,Republican,Piute,Marysvale 1-1,152
Marsha M Holland,State House,73,,Piute,Marysvale 1-1,22
,Straight Party,,Constitution,Piute,Marysvale 1-2,0
,Straight Party,,United Utah Party ,Piute,Marysvale 1-2,0
,Straight Party,,Libertarian,Piute,Marysvale 1-2,1
,Straight Party,,Republican,Piute,Marysvale 1-2,17
,Straight Party,,Green Party,Piute,Marysvale 1-2,0
,Straight Party,,Democrat,Piute,Marysvale 1-2,3
,Straight Party,,Independent American,Piute,Marysvale 1-2,1
Tim Aalders,US Senate,,Constitution,Piute,Marysvale 1-2,1
Craig R. Bowden,US Senate,,Libertarian,Piute,Marysvale 1-2,1
Reed C. McCandless,US Senate,,IAP,Piute,Marysvale 1-2,0
Jenny Wilson,US Senate,,Democrat,Piute,Marysvale 1-2,8
Mitt Romney,US Senate,,Republican,Piute,Marysvale 1-2,47
Write-In Votes,US Senate,,,Piute,Marysvale 1-2,0
Chris Stewart,US House,2,Republican,Piute,Marysvale 1-2,48
Jeffrey Whipple,US House,2,Libertarian,Piute,Marysvale 1-2,2
Shireen Ghorbani,US House,2,Democrat,Piute,Marysvale 1-2,7
Phil Lyman,State House,73,Republican,Piute,Marysvale 1-2,47
Marsha M Holland,State House,73,,Piute,Marysvale 1-2,7
,Straight Party,,Constitution,Piute,Junction 2,0
,Straight Party,,United Utah Party ,Piute,Junction 2,0
,Straight Party,,Libertarian,Piute,Junction 2,0
,Straight Party,,Republican,Piute,Junction 2,32
,Straight Party,,Green Party,Piute,Junction 2,2
,Straight Party,,Democrat,Piute,Junction 2,3
,Straight Party,,Independent American,Piute,Junction 2,2
Tim Aalders,US Senate,,Constitution,Piute,Junction 2,2
Craig R. Bowden,US Senate,,Libertarian,Piute,Junction 2,4
Reed C. McCandless,US Senate,,IAP,Piute,Junction 2,3
Jenny Wilson,US Senate,,Democrat,Piute,Junction 2,13
Mitt Romney,US Senate,,Republican,Piute,Junction 2,72
Write-In Votes,US Senate,,,Piute,Junction 2,0
Chris Stewart,US House,2,Republican,Piute,Junction 2,83
Jeffrey Whipple,US House,2,Libertarian,Piute,Junction 2,3
Shireen Ghorbani,US House,2,Democrat,Piute,Junction 2,9
Phil Lyman,State House,73,Republican,Piute,Junction 2,77
Marsha M Holland,State House,73,,Piute,Junction 2,13
,Straight Party,,Constitution,Piute,Circleville 3-3,0
,Straight Party,,United Utah Party ,Piute,Circleville 3-3,0
,Straight Party,,Libertarian,Piute,Circleville 3-3,0
,Straight Party,,Republican,Piute,Circleville 3-3,24
,Straight Party,,Green Party,Piute,Circleville 3-3,0
,Straight Party,,Democrat,Piute,Circleville 3-3,4
,Straight Party,,Independent American,Piute,Circleville 3-3,0
Tim Aalders,US Senate,,Constitution,Piute,Circleville 3-3,6
Craig R. Bowden,US Senate,,Libertarian,Piute,Circleville 3-3,2
Reed C. McCandless,US Senate,,IAP,Piute,Circleville 3-3,1
Jenny Wilson,US Senate,,Democrat,Piute,Circleville 3-3,11
Mitt Romney,US Senate,,Republican,Piute,Circleville 3-3,85
Write-In Votes,US Senate,,,Piute,Circleville 3-3,0
Chris Stewart,US House,2,Republican,Piute,Circleville 3-3,93
Jeffrey Whipple,US House,2,Libertarian,Piute,Circleville 3-3,2
Shireen Ghorbani,US House,2,Democrat,Piute,Circleville 3-3,12
Phil Lyman,State House,73,Republican,Piute,Circleville 3-3,92
Marsha M Holland,State House,73,,Piute,Circleville 3-3,11
,Straight Party,,Constitution,Piute,Circleville 3-5,0
,Straight Party,,United Utah Party ,Piute,Circleville 3-5,0
,Straight Party,,Libertarian,Piute,Circleville 3-5,0
,Straight Party,,Republican,Piute,Circleville 3-5,27
,Straight Party,,Green Party,Piute,Circleville 3-5,0
,Straight Party,,Democrat,Piute,Circleville 3-5,0
,Straight Party,,Independent American,Piute,Circleville 3-5,0
Tim Aalders,US Senate,,Constitution,Piute,Circleville 3-5,16
Craig R. Bowden,US Senate,,Libertarian,Piute,Circleville 3-5,3
Reed C. McCandless,US Senate,,IAP,Piute,Circleville 3-5,1
Jenny Wilson,US Senate,,Democrat,Piute,Circleville 3-5,4
Mitt Romney,US Senate,,Republican,Piute,Circleville 3-5,82
Write-In Votes,US Senate,,,Piute,Circleville 3-5,0
Chris Stewart,US House,2,Republican,Piute,Circleville 3-5,103
Jeffrey Whipple,US House,2,Libertarian,Piute,Circleville 3-5,2
Shireen Ghorbani,US House,2,Democrat,Piute,Circleville 3-5,2
Phil Lyman,State House,73,Republican,Piute,Circleville 3-5,103
Marsha M Holland,State House,73,,Piute,Circleville 3-5,3
,Straight Party,,Constitution,Piute,Kingston 4,0
,Straight Party,,United Utah Party ,Piute,Kingston 4,0
,Straight Party,,Libertarian,Piute,Kingston 4,0
,Straight Party,,Republican,Piute,Kingston 4,31
,Straight Party,,Green Party,Piute,Kingston 4,0
,Straight Party,,Democrat,Piute,Kingston 4,2
,Straight Party,,Independent American,Piute,Kingston 4,0
Tim Aalders,US Senate,,Constitution,Piute,Kingston 4,12
Craig R. Bowden,US Senate,,Libertarian,Piute,Kingston 4,0
Reed C. McCandless,US Senate,,IAP,Piute,Kingston 4,0
Jenny Wilson,US Senate,,Democrat,Piute,Kingston 4,10
Mitt Romney,US Senate,,Republican,Piute,Kingston 4,82
Write-In Votes,US Senate,,,Piute,Kingston 4,1
Chris Stewart,US House,2,Republican,Piute,Kingston 4,94
Jeffrey Whipple,US House,2,Libertarian,Piute,Kingston 4,2
Shireen Ghorbani,US House,2,Democrat,Piute,Kingston 4,7
Phil Lyman,State House,73,Republican,Piute,Kingston 4,90
Marsha M Holland,State House,73,,Piute,Kingston 4,11
,Straight Party,,Constitution,Piute,Greenwich 5,0
,Straight Party,,United Utah Party ,Piute,Greenwich 5,0
,Straight Party,,Libertarian,Piute,Greenwich 5,0
,Straight Party,,Republican,Piute,Greenwich 5,12
,Straight Party,,Green Party,Piute,Greenwich 5,0
,Straight Party,,Democrat,Piute,Greenwich 5,3
,Straight Party,,Independent American,Piute,Greenwich 5,2
Tim Aalders,US Senate,,Constitution,Piute,Greenwich 5,1
Craig R. Bowden,US Senate,,Libertarian,Piute,Greenwich 5,0
Reed C. McCandless,US Senate,,IAP,Piute,Greenwich 5,0
Jenny Wilson,US Senate,,Democrat,Piute,Greenwich 5,9
Mitt Romney,US Senate,,Republican,Piute,Greenwich 5,38
Write-In Votes,US Senate,,,Piute,Greenwich 5,0
Chris Stewart,US House,2,Republican,Piute,Greenwich 5,44
Jeffrey Whipple,US House,2,Libertarian,Piute,Greenwich 5,0
Shireen Ghorbani,US House,2,Democrat,Piute,Greenwich 5,5
Phil Lyman,State House,73,Republican,Piute,Greenwich 5,41
Marsha M Holland,State House,73,,Piute,Greenwich 5,3