precinct,office,district,party,candidate,votes
Fielding 2,Registered Voters,,DEM,,5
Fielding 2,Registered Voters,,NP,,68
Fielding 2,Ballots Cast,,,,100
Fielding 2,Ballots Cast,,REP,,100
Fielding 2,Ballots Cast,,DEM,,0
Fielding 2,Ballots Cast,,NP,,0
Fielding 2,Blank Ballots Cast,,,,0
Fielding 2,U.S. Senate,,REP,MITT ROMNEY,66
Fielding 2,U.S. Senate,,REP,MIKE KENNEDY,34
Fielding 2,State Senate,17,REP,SCOTT SANDALL,77
Fielding 2,State Senate,17,REP,CLARK N. DAVIS,21
Fielding 2,Commission A,,REP,CHARLES M. YOUNG,37
Fielding 2,Commission A,,REP,JEFF HADFIELD,56
Fielding 2,Commission B,,REP,JON E. ADAMS,35
Fielding 2,Commission B,,REP,JEFFREY D. SCOTT,56
Fielding 2,U.S. House,1,DEM,LEE CASTILLO,0
Fielding 2,U.S. House,1,DEM,KURT WEILAND,0
Garland 1,Registered Voters,,,,596
Garland 1,Registered Voters,,REP,,341
Garland 1,Registered Voters,,DEM,,20
Garland 1,Registered Voters,,NP,,235
Garland 1,Ballots Cast,,,,189
Garland 1,Ballots Cast,,REP,,185
Garland 1,Ballots Cast,,DEM,,4
Garland 1,Ballots Cast,,NP,,0
Garland 1,Blank Ballots Cast,,,,0
Garland 1,U.S. Senate,,REP,MITT ROMNEY,130
Garland 1,U.S. Senate,,REP,MIKE KENNEDY,53
Garland 1,State Senate,17,REP,SCOTT SANDALL,135
Garland 1,State Senate,17,REP,CLARK N. DAVIS,46
Garland 1,Commission A,,REP,CHARLES M. YOUNG,73
Garland 1,Commission A,,REP,JEFF HADFIELD,105
Garland 1,Commission B,,REP,JON E. ADAMS,58
Garland 1,Commission B,,REP,JEFFREY D. SCOTT,119
Garland 1,U.S. House,1,DEM,LEE CASTILLO,4
Garland 1,U.S. House,1,DEM,KURT WEILAND,0
Garland 2,Registered Voters,,,,539
Garland 2,Registered Voters,,REP,,325
Garland 2,Registered Voters,,DEM,,23
Garland 2,Registered Voters,,NP,,191
Garland 2,Ballots Cast,,,,199
Garland 2,Ballots Cast,,REP,,192
Garland 2,Ballots Cast,,DEM,,7
Garland 2,Ballots Cast,,NP,,0
Garland 2,Blank Ballots Cast,,,,0
Garland 2,U.S. Senate,,REP,MITT ROMNEY,128
Garland 2,U.S. Senate,,REP,MIKE KENNEDY,64
Garland 2,State Senate,17,REP,SCOTT SANDALL,151
Garland 2,State Senate,17,REP,CLARK N. DAVIS,40
Garland 2,Commission A,,REP,CHARLES M. YOUNG,68
Garland 2,Commission A,,REP,JEFF HADFIELD,117
Garland 2,Commission B,,REP,JON E. ADAMS,60
Garland 2,Commission B,,REP,JEFFREY D. SCOTT,123
Garland 2,U.S. House,1,DEM,LEE CASTILLO,4
Garland 2,U.S. House,1,DEM,KURT WEILAND,3
Garland East,Registered Voters,,,,309
Garland East,Registered Voters,,REP,,222
Garland East,Registered Voters,,DEM,,3
Garland East,Registered Voters,,NP,,84
Garland East,Ballots Cast,,,,135
Garland East,Ballots Cast,,REP,,133
Garland East,Ballots Cast,,DEM,,2
Garland East,Ballots Cast,,NP,,0
Garland East,Blank Ballots Cast,,,,0
Garland East,U.S. Senate,,REP,MITT ROMNEY,104
Garland East,U.S. Senate,,REP,MIKE KENNEDY,28
Garland East,State Senate,17,REP,SCOTT SANDALL,92
Garland East,State Senate,17,REP,CLARK N. DAVIS,40
Garland East,Commission A,,REP,CHARLES M. YOUNG,54
Garland East,Commission A,,REP,JEFF HADFIELD,77
Garland East,Commission B,,REP,JON E. ADAMS,45
Garland East,Commission B,,REP,JEFFREY D. SCOTT,87
Garland East,U.S. House,1,DEM,LEE CASTILLO,2
Garland East,U.S. House,1,DEM,KURT WEILAND,0
Grouse Creek,Registered Voters,,,,36
Grouse Creek,Registered Voters,,REP,,28
Grouse Creek,Registered Voters,,DEM,,0
Grouse Creek,Registered Voters,,NP,,8
Grouse Creek,Ballots Cast,,,,11
Grouse Creek,Ballots Cast,,REP,,11
Grouse Creek,Ballots Cast,,DEM,,0
Grouse Creek,Ballots Cast,,NP,,0
Grouse Creek,Blank Ballots Cast,,,,0
Grouse Creek,U.S. Senate,,REP,MITT ROMNEY,7
Grouse Creek,U.S. Senate,,REP,MIKE KENNEDY,4
Grouse Creek,State Senate,17,REP,SCOTT SANDALL,8
Grouse Creek,State Senate,17,REP,CLARK N. DAVIS,3
Grouse Creek,Commission A,,REP,CHARLES M. YOUNG,5
Grouse Creek,Commission A,,REP,JEFF HADFIELD,6
Grouse Creek,Commission B,,REP,JON E. ADAMS,3
Grouse Creek,Commission B,,REP,JEFFREY D. SCOTT,8
Grouse Creek,U.S. House,1,DEM,LEE CASTILLO,0
Grouse Creek,U.S. House,1,DEM,KURT WEILAND,0
Honeyville,Registered Voters,,,,790
Honeyville,Registered Voters,,REP,,491
Honeyville,Registered Voters,,DEM,,19
Honeyville,Registered Voters,,NP,,280
Honeyville,Ballots Cast,,,,250
Honeyville,Ballots Cast,,REP,,248
Honeyville,Ballots Cast,,DEM,,2
Honeyville,Ballots Cast,,NP,,0
Honeyville,Blank Ballots Cast,,,,0
Honeyville,U.S. Senate,,REP,MITT ROMNEY,167
Honeyville,U.S. Senate,,REP,MIKE KENNEDY,80
Honeyville,State Senate,17,REP,SCOTT SANDALL,144
Honeyville,State Senate,17,REP,CLARK N. DAVIS,98
Honeyville,Commission A,,REP,CHARLES M. YOUNG,177
Honeyville,Commission A,,REP,JEFF HADFIELD,70
Honeyville,Commission B,,REP,JON E. ADAMS,143
Honeyville,Commission B,,REP,JEFFREY D. SCOTT,100
Honeyville,U.S. House,1,DEM,LEE CASTILLO,1
Honeyville,U.S. House,1,DEM,KURT WEILAND,1
Howell,Registered Voters,,,,128
Howell,Registered Voters,,REP,,90
Howell,Registered Voters,,DEM,,4
Howell,Registered Voters,,NP,,34
Howell,Ballots Cast,,,,64
Howell,Ballots Cast,,REP,,63
Howell,Ballots Cast,,DEM,,1
Howell,Ballots Cast,,NP,,0
Howell,Blank Ballots Cast,,,,0
Howell,U.S. Senate,,REP,MITT ROMNEY,38
Howell,U.S. Senate,,REP,MIKE KENNEDY,25
Howell,State Senate,17,REP,SCOTT SANDALL,45
Howell,State Senate,17,REP,CLARK N. DAVIS,18
Howell,Commission A,,REP,CHARLES M. YOUNG,32
Howell,Commission A,,REP,JEFF HADFIELD,29
Howell,Commission B,,REP,JON E. ADAMS,32
Howell,Commission B,,REP,JEFFREY D. SCOTT,29
Howell,U.S. House,1,DEM,LEE CASTILLO,0
Howell,U.S. House,1,DEM,KURT WEILAND,1
Mantua,Registered Voters,,,,510
Mantua,Registered Voters,,REP,,326
Mantua,Registered Voters,,DEM,,18
Mantua,Registered Voters,,NP,,166
Mantua,Ballots Cast,,,,197
Mantua,Ballots Cast,,REP,,191
Mantua,Ballots Cast,,DEM,,6
Mantua,Ballots Cast,,NP,,0
Mantua,Blank Ballots Cast,,,,0
Mantua,U.S. Senate,,REP,MITT ROMNEY,134
Mantua,U.S. Senate,,REP,MIKE KENNEDY,56
Mantua,State Senate,17,REP,SCOTT SANDALL,86
Mantua,State Senate,17,REP,CLARK N. DAVIS,94
Mantua,Commission A,,REP,CHARLES M. YOUNG,40
Mantua,Commission A,,REP,JEFF HADFIELD,138
Mantua,Commission B,,REP,JON E. ADAMS,61
Mantua,Commission B,,REP,JEFFREY D. SCOTT,113
Mantua,U.S. House,1,DEM,LEE CASTILLO,6
Mantua,U.S. House,1,DEM,KURT WEILAND,0
Park Valley,Registered Voters,,,,105
Park Valley,Registered Voters,,REP,,96
Park Valley,Registered Voters,,DEM,,0
Park Valley,Registered Voters,,NP,,9
Park Valley,Ballots Cast,,,,68
Park Valley,Ballots Cast,,REP,,68
Park Valley,Ballots Cast,,DEM,,0
Park Valley,Ballots Cast,,NP,,0
Park Valley,Blank Ballots Cast,,,,0
Park Valley,U.S. Senate,,REP,MITT ROMNEY,51
Park Valley,U.S. Senate,,REP,MIKE KENNEDY,17
Park Valley,State Senate,17,REP,SCOTT SANDALL,62
Park Valley,State Senate,17,REP,CLARK N. DAVIS,5
Park Valley,Commission A,,REP,CHARLES M. YOUNG,33
Park Valley,Commission A,,REP,JEFF HADFIELD,33
Park Valley,Commission B,,REP,JON E. ADAMS,16
Park Valley,Commission B,,REP,JEFFREY D. SCOTT,47
Park Valley,U.S. House,1,DEM,LEE CASTILLO,0
Park Valley,U.S. House,1,DEM,KURT WEILAND,0
Perry 1,Registered Voters,,,,657
Perry 1,Registered Voters,,REP,,422
Perry 1,Registered Voters,,DEM,,23
Perry 1,Registered Voters,,NP,,212
Perry 1,Ballots Cast,,,,239
Perry 1,Ballots Cast,,REP,,235
Perry 1,Ballots Cast,,DEM,,4
Perry 1,Ballots Cast,,NP,,0
Perry 1,Blank Ballots Cast,,,,0
Perry 1,U.S. Senate,,REP,MITT ROMNEY,181
Perry 1,U.S. Senate,,REP,MIKE KENNEDY,54
Perry 1,State Senate,17,REP,SCOTT SANDALL,72
Perry 1,State Senate,17,REP,CLARK N. DAVIS,158
Perry 1,Commission A,,REP,CHARLES M. YOUNG,21
Perry 1,Commission A,,REP,JEFF HADFIELD,206
Perry 1,Commission B,,REP,JON E. ADAMS,60
Perry 1,Commission B,,REP,JEFFREY D. SCOTT,160
Perry 1,U.S. House,1,DEM,LEE CASTILLO,2
Perry 1,U.S. House,1,DEM,KURT WEILAND,2
Perry 2,Registered Voters,,,,453
Perry 2,Registered Voters,,REP,,296
Perry 2,Registered Voters,,DEM,,13
Perry 2,Registered Voters,,NP,,144
Perry 2,Ballots Cast,,,,178
Perry 2,Ballots Cast,,REP,,176
Perry 2,Ballots Cast,,DEM,,2
Perry 2,Ballots Cast,,NP,,0
Perry 2,Blank Ballots Cast,,,,0
Perry 2,U.S. Senate,,REP,MITT ROMNEY,133
Perry 2,U.S. Senate,,REP,MIKE KENNEDY,43
Perry 2,State Senate,17,REP,SCOTT SANDALL,54
Perry 2,State Senate,17,REP,CLARK N. DAVIS,115
Perry 2,Commission A,,REP,CHARLES M. YOUNG,23
Perry 2,Commission A,,REP,JEFF HADFIELD,147
Perry 2,Commission B,,REP,JON E. ADAMS,65
Perry 2,Commission B,,REP,JEFFREY D. SCOTT,99
Perry 2,U.S. House,1,DEM,LEE CASTILLO,1
Perry 2,U.S. House,1,DEM,KURT WEILAND,1
Perry 3,Registered Voters,,,,733
Perry 3,Registered Voters,,REP,,487
Perry 3,Registered Voters,,DEM,,13
Perry 3,Registered Voters,,NP,,233
Perry 3,Ballots Cast,,,,279
Perry 3,Ballots Cast,,REP,,272
Perry 3,Ballots Cast,,DEM,,7
Perry 3,Ballots Cast,,NP,,0
Perry 3,Blank Ballots Cast,,,,0
Perry 3,U.S. Senate,,REP,MITT ROMNEY,212
Perry 3,U.S. Senate,,REP,MIKE KENNEDY,59
Perry 3,State Senate,17,REP,SCOTT SANDALL,88
Perry 3,State Senate,17,REP,CLARK N. DAVIS,178
Perry 3,Commission A,,REP,CHARLES M. YOUNG,38
Perry 3,Commission A,,REP,JEFF HADFIELD,231
Perry 3,Commission B,,REP,JON E. ADAMS,85
Perry 3,Commission B,,REP,JEFFREY D. SCOTT,176
Perry 3,U.S. House,1,DEM,LEE CASTILLO,2
Perry 3,U.S. House,1,DEM,KURT WEILAND,5
Perry 4,Registered Voters,,,,741
Perry 4,Registered Voters,,REP,,410
Perry 4,Registered Voters,,DEM,,24
Perry 4,Registered Voters,,NP,,307
Perry 4,Ballots Cast,,,,204
Perry 4,Ballots Cast,,REP,,194
Perry 4,Ballots Cast,,DEM,,10
Perry 4,Ballots Cast,,NP,,0
Perry 4,Blank Ballots Cast,,,,0
Perry 4,U.S. Senate,,REP,MITT ROMNEY,137
Perry 4,U.S. Senate,,REP,MIKE KENNEDY,57
Perry 4,State Senate,17,REP,SCOTT SANDALL,71
Perry 4,State Senate,17,REP,CLARK N. DAVIS,121
Perry 4,Commission A,,REP,CHARLES M. YOUNG,52
Perry 4,Commission A,,REP,JEFF HADFIELD,140
Perry 4,Commission B,,REP,JON E. ADAMS,84
Perry 4,Commission B,,REP,JEFFREY D. SCOTT,103
Perry 4,U.S. House,1,DEM,LEE CASTILLO,2
Perry 4,U.S. House,1,DEM,KURT WEILAND,8
Plymouth,Registered Voters,,,,221
Plymouth,Registered Voters,,REP,,140
Plymouth,Registered Voters,,DEM,,11
Plymouth,Registered Voters,,NP,,70
Plymouth,Ballots Cast,,,,71
Plymouth,Ballots Cast,,REP,,66
Plymouth,Ballots Cast,,DEM,,5
Plymouth,Ballots Cast,,NP,,0
Plymouth,Blank Ballots Cast,,,,0
Plymouth,U.S. Senate,,REP,MITT ROMNEY,50
Plymouth,U.S. Senate,,REP,MIKE KENNEDY,15
Plymouth,State Senate,17,REP,SCOTT SANDALL,47
Plymouth,State Senate,17,REP,CLARK N. DAVIS,16
Plymouth,Commission A,,REP,CHARLES M. YOUNG,27
Plymouth,Commission A,,REP,JEFF HADFIELD,36
Plymouth,Commission B,,REP,JON E. ADAMS,20
Plymouth,Commission B,,REP,JEFFREY D. SCOTT,43
Plymouth,U.S. House,1,DEM,LEE CASTILLO,4
Plymouth,U.S. House,1,DEM,KURT WEILAND,1
Portage,Registered Voters,,,,155
Portage,Registered Voters,,REP,,101
Portage,Registered Voters,,DEM,,9
Portage,Registered Voters,,NP,,45
Portage,Ballots Cast,,,,46
Portage,Ballots Cast,,REP,,42
Portage,Ballots Cast,,DEM,,4
Portage,Ballots Cast,,NP,,0
Portage,Blank Ballots Cast,,,,0
Portage,U.S. Senate,,REP,MITT ROMNEY,31
Portage,U.S. Senate,,REP,MIKE KENNEDY,11
Portage,State Senate,17,REP,SCOTT SANDALL,28
Portage,State Senate,17,REP,CLARK N. DAVIS,11
Portage,Commission A,,REP,CHARLES M. YOUNG,27
Portage,Commission A,,REP,JEFF HADFIELD,12
Portage,Commission B,,REP,JON E. ADAMS,15
Portage,Commission B,,REP,JEFFREY D. SCOTT,21
Portage,U.S. House,1,DEM,LEE CASTILLO,3
Portage,U.S. House,1,DEM,KURT WEILAND,1
Promontory,Registered Voters,,,,23
Promontory,Registered Voters,,REP,,21
Promontory,Registered Voters,,DEM,,1
Promontory,Registered Voters,,NP,,1
Promontory,Ballots Cast,,,,14
Promontory,Ballots Cast,,REP,,14
Promontory,Ballots Cast,,DEM,,0
Promontory,Ballots Cast,,NP,,0
Promontory,Blank Ballots Cast,,,,0
Promontory,U.S. Senate,,REP,MITT ROMNEY,8
Promontory,U.S. Senate,,REP,MIKE KENNEDY,6
Promontory,State Senate,17,REP,SCOTT SANDALL,8
Promontory,State Senate,17,REP,CLARK N. DAVIS,6
Promontory,Commission A,,REP,CHARLES M. YOUNG,9
Promontory,Commission A,,REP,JEFF HADFIELD,5
Promontory,Commission B,,REP,JON E. ADAMS,11
Promontory,Commission B,,REP,JEFFREY D. SCOTT,3
Promontory,U.S. House,1,DEM,LEE CASTILLO,0
Promontory,U.S. House,1,DEM,KURT WEILAND,0
Riverside,Registered Voters,,,,303
Riverside,Registered Voters,,REP,,207
Riverside,Registered Voters,,DEM,,10
Riverside,Registered Voters,,NP,,86
Riverside,Ballots Cast,,,,106
Riverside,Ballots Cast,,REP,,104
Riverside,Ballots Cast,,DEM,,2
Riverside,Ballots Cast,,NP,,0
Riverside,Blank Ballots Cast,,,,0
Riverside,U.S. Senate,,REP,MITT ROMNEY,77
Riverside,U.S. Senate,,REP,MIKE KENNEDY,27
Riverside,State Senate,17,REP,SCOTT SANDALL,72
Riverside,State Senate,17,REP,CLARK N. DAVIS,32
Riverside,Commission A,,REP,CHARLES M. YOUNG,29
Riverside,Commission A,,REP,JEFF HADFIELD,74
Riverside,Commission B,,REP,JON E. ADAMS,29
Riverside,Commission B,,REP,JEFFREY D. SCOTT,71
Riverside,U.S. House,1,DEM,LEE CASTILLO,2
Riverside,U.S. House,1,DEM,KURT WEILAND,0
Snowville,Registered Voters,,,,102
Snowville,Registered Voters,,REP,,67
Snowville,Registered Voters,,DEM,,3
Snowville,Registered Voters,,NP,,32
Snowville,Ballots Cast,,,,42
Snowville,Ballots Cast,,REP,,41
Snowville,Ballots Cast,,DEM,,1
Snowville,Ballots Cast,,NP,,0
Snowville,Blank Ballots Cast,,,,0
Snowville,U.S. Senate,,REP,MITT ROMNEY,25
Snowville,U.S. Senate,,REP,MIKE KENNEDY,16
Snowville,State Senate,17,REP,SCOTT SANDALL,35
Snowville,State Senate,17,REP,CLARK N. DAVIS,5
Snowville,Commission A,,REP,CHARLES M. YOUNG,3
Snowville,Commission A,,REP,JEFF HADFIELD,38
Snowville,Commission B,,REP,JON E. ADAMS,5
Snowville,Commission B,,REP,JEFFREY D. SCOTT,36
Snowville,U.S. House,1,DEM,LEE CASTILLO,1
Snowville,U.S. House,1,DEM,KURT WEILAND,0
South Willard,Registered Voters,,,,829
South Willard,Registered Voters,,REP,,458
South Willard,Registered Voters,,DEM,,43
South Willard,Registered Voters,,NP,,328
South Willard,Ballots Cast,,,,189
South Willard,Ballots Cast,,REP,,181
South Willard,Ballots Cast,,DEM,,8
South Willard,Ballots Cast,,NP,,0
South Willard,Blank Ballots Cast,,,,0
South Willard,U.S. Senate,,REP,MITT ROMNEY,116
South Willard,U.S. Senate,,REP,MIKE KENNEDY,65
South Willard,State Senate,17,REP,SCOTT SANDALL,72
South Willard,State Senate,17,REP,CLARK N. DAVIS,99
South Willard,Commission A,,REP,CHARLES M. YOUNG,50
South Willard,Commission A,,REP,JEFF HADFIELD,118
South Willard,Commission B,,REP,JON E. ADAMS,55
South Willard,Commission B,,REP,JEFFREY D. SCOTT,111
South Willard,U.S. House,1,DEM,LEE CASTILLO,5
South Willard,U.S. House,1,DEM,KURT WEILAND,3
Tremonton 1,Registered Voters,,,,706
Tremonton 1,Registered Voters,,REP,,457
Tremonton 1,Registered Voters,,DEM,,15
Tremonton 1,Registered Voters,,NP,,234
Tremonton 1,Ballots Cast,,,,363
Tremonton 1,Ballots Cast,,REP,,357
Tremonton 1,Ballots Cast,,DEM,,6
Tremonton 1,Ballots Cast,,NP,,0
Tremonton 1,Blank Ballots Cast,,,,1
Tremonton 1,U.S. Senate,,REP,MITT ROMNEY,295
Tremonton 1,U.S. Senate,,REP,MIKE KENNEDY,61
Tremonton 1,State Senate,17,REP,SCOTT SANDALL,316
Tremonton 1,State Senate,17,REP,CLARK N. DAVIS,35
Tremonton 1,Commission A,,REP,CHARLES M. YOUNG,127
Tremonton 1,Commission A,,REP,JEFF HADFIELD,213
Tremonton 1,Commission B,,REP,JON E. ADAMS,135
Tremonton 1,Commission B,,REP,JEFFREY D. SCOTT,199
Tremonton 1,U.S. House,1,DEM,LEE CASTILLO,2
Tremonton 1,U.S. House,1,DEM,KURT WEILAND,4
Tremonton 2,Registered Voters,,,,733
Tremonton 2,Registered Voters,,REP,,395
Tremonton 2,Registered Voters,,DEM,,43
Tremonton 2,Registered Voters,,NP,,295
Tremonton 2,Ballots Cast,,,,233
Tremonton 2,Ballots Cast,,REP,,224
Tremonton 2,Ballots Cast,,DEM,,9
Tremonton 2,Ballots Cast,,NP,,0
Tremonton 2,Blank Ballots Cast,,,,0
Tremonton 2,U.S. Senate,,REP,MITT ROMNEY,159
Tremonton 2,U.S. Senate,,REP,MIKE KENNEDY,64
Tremonton 2,State Senate,17,REP,SCOTT SANDALL,171
Tremonton 2,State Senate,17,REP,CLARK N. DAVIS,49
Tremonton 2,Commission A,,REP,CHARLES M. YOUNG,78
Tremonton 2,Commission A,,REP,JEFF HADFIELD,135
Tremonton 2,Commission B,,REP,JON E. ADAMS,80
Tremonton 2,Commission B,,REP,JEFFREY D. SCOTT,132
Tremonton 2,U.S. House,1,DEM,LEE CASTILLO,5
Tremonton 2,U.S. House,1,DEM,KURT WEILAND,4
Tremonton 3,Registered Voters,,,,569
Tremonton 3,Registered Voters,,REP,,293
Tremonton 3,Registered Voters,,DEM,,23
Tremonton 3,Registered Voters,,NP,,253
Tremonton 3,Ballots Cast,,,,148
Tremonton 3,Ballots Cast,,REP,,142
Tremonton 3,Ballots Cast,,DEM,,6
Tremonton 3,Ballots Cast,,NP,,0
Tremonton 3,Blank Ballots Cast,,,,0
Tremonton 3,U.S. Senate,,REP,MITT ROMNEY,98
Tremonton 3,U.S. Senate,,REP,MIKE KENNEDY,44
Tremonton 3,State Senate,17,REP,SCOTT SANDALL,113
Tremonton 3,State Senate,17,REP,CLARK N. DAVIS,28
Tremonton 3,Commission A,,REP,CHARLES M. YOUNG,49
Tremonton 3,Commission A,,REP,JEFF HADFIELD,90
Tremonton 3,Commission B,,REP,JON E. ADAMS,46
Tremonton 3,Commission B,,REP,JEFFREY D. SCOTT,90
Tremonton 3,U.S. House,1,DEM,LEE CASTILLO,6
Tremonton 3,U.S. House,1,DEM,KURT WEILAND,0
Tremonton 4,Registered Voters,,,,630
Tremonton 4,Registered Voters,,REP,,319
Tremonton 4,Registered Voters,,DEM,,29
Tremonton 4,Registered Voters,,NP,,282
Tremonton 4,Ballots Cast,,,,159
Tremonton 4,Ballots Cast,,REP,,149
Tremonton 4,Ballots Cast,,DEM,,10
Tremonton 4,Ballots Cast,,NP,,0
Tremonton 4,Blank Ballots Cast,,,,0
Tremonton 4,U.S. Senate,,REP,MITT ROMNEY,101
Tremonton 4,U.S. Senate,,REP,MIKE KENNEDY,48
Tremonton 4,State Senate,17,REP,SCOTT SANDALL,118
Tremonton 4,State Senate,17,REP,CLARK N. DAVIS,27
Tremonton 4,Commission A,,REP,CHARLES M. YOUNG,53
Tremonton 4,Commission A,,REP,JEFF HADFIELD,86
Tremonton 4,Commission B,,REP,JON E. ADAMS,65
Tremonton 4,Commission B,,REP,JEFFREY D. SCOTT,72
Tremonton 4,U.S. House,1,DEM,LEE CASTILLO,6
Tremonton 4,U.S. House,1,DEM,KURT WEILAND,4
Tremonton 5,Registered Voters,,,,490
Tremonton 5,Registered Voters,,REP,,277
Tremonton 5,Registered Voters,,DEM,,10
Tremonton 5,Registered Voters,,NP,,203
Tremonton 5,Ballots Cast,,,,129
Tremonton 5,Ballots Cast,,REP,,126
Tremonton 5,Ballots Cast,,DEM,,3
Tremonton 5,Ballots Cast,,NP,,0
Tremonton 5,Blank Ballots Cast,,,,0
Tremonton 5,U.S. Senate,,REP,MITT ROMNEY,92
Tremonton 5,U.S. Senate,,REP,MIKE KENNEDY,34
Tremonton 5,State Senate,17,REP,SCOTT SANDALL,92
Tremonton 5,State Senate,17,REP,CLARK N. DAVIS,29
Tremonton 5,Commission A,,REP,CHARLES M. YOUNG,33
Tremonton 5,Commission A,,REP,JEFF HADFIELD,87
Tremonton 5,Commission B,,REP,JON E. ADAMS,36
Tremonton 5,Commission B,,REP,JEFFREY D. SCOTT,84
Tremonton 5,U.S. House,1,DEM,LEE CASTILLO,2
Tremonton 5,U.S. House,1,DEM,KURT WEILAND,1
Tremonton South,Registered Voters,,,,314
Tremonton South,Registered Voters,,REP,,192
Tremonton South,Registered Voters,,DEM,,19
Tremonton South,Registered Voters,,NP,,103
Tremonton South,Ballots Cast,,,,126
Tremonton South,Ballots Cast,,REP,,121
Tremonton South,Ballots Cast,,DEM,,5
Tremonton South,Ballots Cast,,NP,,0
Tremonton South,Blank Ballots Cast,,,,0
Tremonton South,U.S. Senate,,REP,MITT ROMNEY,81
Tremonton South,U.S. Senate,,REP,MIKE KENNEDY,40
Tremonton South,State Senate,17,REP,SCOTT SANDALL,83
Tremonton South,State Senate,17,REP,CLARK N. DAVIS,38
Tremonton South,Commission A,,REP,CHARLES M. YOUNG,48
Tremonton South,Commission A,,REP,JEFF HADFIELD,72
Tremonton South,Commission B,,REP,JON E. ADAMS,47
Tremonton South,Commission B,,REP,JEFFREY D. SCOTT,72
Tremonton South,U.S. House,1,DEM,LEE CASTILLO,5
Tremonton South,U.S. House,1,DEM,KURT WEILAND,0
Tremonton West,Registered Voters,,,,803
Tremonton West,Registered Voters,,REP,,503
Tremonton West,Registered Voters,,DEM,,20
Tremonton West,Registered Voters,,NP,,280
Tremonton West,Ballots Cast,,,,301
Tremonton West,Ballots Cast,,REP,,293
Tremonton West,Ballots Cast,,DEM,,8
Tremonton West,Ballots Cast,,NP,,0
Tremonton West,Blank Ballots Cast,,,,0
Tremonton West,U.S. Senate,,REP,MITT ROMNEY,184
Tremonton West,U.S. Senate,,REP,MIKE KENNEDY,109
Tremonton West,State Senate,17,REP,SCOTT SANDALL,197
Tremonton West,State Senate,17,REP,CLARK N. DAVIS,87
Tremonton West,Commission A,,REP,CHARLES M. YOUNG,132
Tremonton West,Commission A,,REP,JEFF HADFIELD,149
Tremonton West,Commission B,,REP,JON E. ADAMS,118
Tremonton West,Commission B,,REP,JEFFREY D. SCOTT,161
Tremonton West,U.S. House,1,DEM,LEE CASTILLO,6
Tremonton West,U.S. House,1,DEM,KURT WEILAND,2
Willard,Registered Voters,,,,"1,020"
Willard,Registered Voters,,REP,,548
Willard,Registered Voters,,DEM,,46
Willard,Registered Voters,,NP,,426
Willard,Ballots Cast,,,,293
Willard,Ballots Cast,,REP,,284
Willard,Ballots Cast,,DEM,,9
Willard,Ballots Cast,,NP,,0
Willard,Blank Ballots Cast,,,,0
Willard,U.S. Senate,,REP,MITT ROMNEY,194
Willard,U.S. Senate,,REP,MIKE KENNEDY,90
Willard,State Senate,17,REP,SCOTT SANDALL,124
Willard,State Senate,17,REP,CLARK N. DAVIS,156
Willard,Commission A,,REP,CHARLES M. YOUNG,83
Willard,Commission A,,REP,JEFF HADFIELD,194
Willard,Commission B,,REP,JON E. ADAMS,112
Willard,Commission B,,REP,JEFFREY D. SCOTT,158
Willard,U.S. House,1,DEM,LEE CASTILLO,4
Willard,U.S. House,1,DEM,KURT WEILAND,5
Yost,Registered Voters,,,,24
Yost,Registered Voters,,REP,,22
Yost,Registered Voters,,DEM,,0
Yost,Registered Voters,,NP,,2
Yost,Ballots Cast,,,,10
Yost,Ballots Cast,,REP,,10
Yost,Ballots Cast,,DEM,,0
Yost,Ballots Cast,,NP,,0
Yost,Blank Ballots Cast,,,,0
Yost,U.S. Senate,,REP,MITT ROMNEY,5
Yost,U.S. Senate,,REP,MIKE KENNEDY,5
Yost,State Senate,17,REP,SCOTT SANDALL,9
Yost,State Senate,17,REP,CLARK N. DAVIS,1
Yost,Commission A,,REP,CHARLES M. YOUNG,4
Yost,Commission A,,REP,JEFF HADFIELD,6
Yost,Commission B,,REP,JON E. ADAMS,5
Yost,Commission B,,REP,JEFFREY D. SCOTT,5
Yost,U.S. House,1,DEM,LEE CASTILLO,0
Yost,U.S. House,1,DEM,KURT WEILAND,0