county,precinct,office,district,party,candidates,votes
Cache,LOG10,U.S. House,1,DEM,Lee Castillo,7
Cache,LOG10,U.S. House,1,DEM,Kurt Weiland,15
Cache,LOG11,Registered Voters,,,,423
Cache,LOG11,Registered Voters,,REP,,217
Cache,LOG11,Registered Voters,,DEM,,206
Cache,LOG11,Ballots Cast,,,,92
Cache,LOG11,Ballots Cast,,REP,,74
Cache,LOG11,Ballots Cast,,DEM,,18
Cache,LOG11,U.S. Senate,,REP,Mitt Romney,62
Cache,LOG11,U.S. Senate,,REP,Mike Kennedy,11
Cache,LOG11,State House,4,REP,Greg Merrill,38
Cache,LOG11,State House,4,REP,Dan N. Johnson,35
Cache,LOG11,U.S. House,1,DEM,Lee Castillo,10
Cache,LOG11,U.S. House,1,DEM,Kurt Weiland,8
Cache,LOG12,Registered Voters,,,,260
Cache,LOG12,Registered Voters,,REP,,91
Cache,LOG12,Registered Voters,,DEM,,169
Cache,LOG12,Ballots Cast,,,,11
Cache,LOG12,Ballots Cast,,REP,,3
Cache,LOG12,Ballots Cast,,DEM,,7
Cache,LOG12,U.S. Senate,,REP,Mitt Romney,2
Cache,LOG12,U.S. Senate,,REP,Mike Kennedy,1
Cache,LOG12,State House,4,REP,Greg Merrill,1
Cache,LOG12,State House,4,REP,Dan N. Johnson,1
Cache,LOG12,U.S. House,1,DEM,Lee Castillo,5
Cache,LOG12,U.S. House,1,DEM,Kurt Weiland,1
Cache,LOG13,Registered Voters,,,,767
Cache,LOG13,Registered Voters,,REP,,378
Cache,LOG13,Registered Voters,,DEM,,389
Cache,LOG13,Ballots Cast,,,,425
Cache,LOG13,Ballots Cast,,REP,,247
Cache,LOG13,Ballots Cast,,DEM,,174
Cache,LOG13,U.S. Senate,,REP,Mitt Romney,201
Cache,LOG13,U.S. Senate,,REP,Mike Kennedy,46
Cache,LOG13,State House,4,REP,Greg Merrill,139
Cache,LOG13,State House,4,REP,Dan N. Johnson,104
Cache,LOG13,U.S. House,1,DEM,Lee Castillo,82
Cache,LOG13,U.S. House,1,DEM,Kurt Weiland,68
Cache,LOG14,Registered Voters,,,,520
Cache,LOG14,Registered Voters,,REP,,228
Cache,LOG14,Registered Voters,,DEM,,292
Cache,LOG14,Ballots Cast,,,,210
Cache,LOG14,Ballots Cast,,REP,,142
Cache,LOG14,Ballots Cast,,DEM,,68
Cache,LOG14,U.S. Senate,,REP,Mitt Romney,118
Cache,LOG14,U.S. Senate,,REP,Mike Kennedy,24
Cache,LOG14,State House,4,REP,Greg Merrill,41
Cache,LOG14,State House,4,REP,Dan N. Johnson,100
Cache,LOG14,U.S. House,1,DEM,Lee Castillo,39
Cache,LOG14,U.S. House,1,DEM,Kurt Weiland,29
Cache,LOG15,Registered Voters,,,,459
Cache,LOG15,Registered Voters,,REP,,219
Cache,LOG15,Registered Voters,,DEM,,240
Cache,LOG15,Ballots Cast,,,,60
Cache,LOG15,Ballots Cast,,REP,,39
Cache,LOG15,Ballots Cast,,DEM,,21
Cache,LOG15,U.S. Senate,,REP,Mitt Romney,28
Cache,LOG15,U.S. Senate,,REP,Mike Kennedy,11
Cache,LOG15,State House,4,REP,Greg Merrill,22
Cache,LOG15,State House,4,REP,Dan N. Johnson,16
Cache,LOG15,U.S. House,1,DEM,Lee Castillo,15
Cache,LOG15,U.S. House,1,DEM,Kurt Weiland,6
Cache,LOG16,Registered Voters,,,,545
Cache,LOG16,Registered Voters,,REP,,253
Cache,LOG16,Registered Voters,,DEM,,292
Cache,LOG16,Ballots Cast,,,,167
Cache,LOG16,Ballots Cast,,REP,,120
Cache,LOG16,Ballots Cast,,DEM,,47
Cache,LOG16,U.S. Senate,,REP,Mitt Romney,91
Cache,LOG16,U.S. Senate,,REP,Mike Kennedy,29
Cache,LOG16,State House,4,REP,Greg Merrill,60
Cache,LOG16,State House,4,REP,Dan N. Johnson,55
Cache,LOG16,U.S. House,1,DEM,Lee Castillo,28
Cache,LOG16,U.S. House,1,DEM,Kurt Weiland,18
Cache,LOG17,Registered Voters,,,,629
Cache,LOG17,Registered Voters,,REP,,306
Cache,LOG17,Registered Voters,,DEM,,323
Cache,LOG17,Ballots Cast,,,,127
Cache,LOG17,Ballots Cast,,REP,,99
Cache,LOG17,Ballots Cast,,DEM,,28
Cache,LOG17,U.S. Senate,,REP,Mitt Romney,72
Cache,LOG17,U.S. Senate,,REP,Mike Kennedy,27
Cache,LOG17,U.S. House,1,DEM,Lee Castillo,18
Cache,LOG17,U.S. House,1,DEM,Kurt Weiland,10
Cache,LOG18,Registered Voters,,,,345
Cache,LOG18,Registered Voters,,REP,,177
Cache,LOG18,Registered Voters,,DEM,,168
Cache,LOG18,Ballots Cast,,,,28
Cache,LOG18,Ballots Cast,,REP,,24
Cache,LOG18,Ballots Cast,,DEM,,4
Cache,LOG18,U.S. Senate,,REP,Mitt Romney,18
Cache,LOG18,U.S. Senate,,REP,Mike Kennedy,6
Cache,LOG18,State House,4,REP,Greg Merrill,8
Cache,LOG18,State House,4,REP,Dan N. Johnson,14
Cache,LOG18,U.S. House,1,DEM,Lee Castillo,1
Cache,LOG18,U.S. House,1,DEM,Kurt Weiland,3
Cache,LOG19,Registered Voters,,,,343
Cache,LOG19,Registered Voters,,REP,,173
Cache,LOG19,Registered Voters,,DEM,,170
Cache,LOG19,Ballots Cast,,,,44
Cache,LOG19,Ballots Cast,,REP,,23
Cache,LOG19,Ballots Cast,,DEM,,14
Cache,LOG19,U.S. Senate,,REP,Mitt Romney,22
Cache,LOG19,U.S. Senate,,REP,Mike Kennedy,1
Cache,LOG19,State House,4,REP,Greg Merrill,8
Cache,LOG19,State House,4,REP,Dan N. Johnson,15
Cache,LOG19,U.S. House,1,DEM,Lee Castillo,7
Cache,LOG19,U.S. House,1,DEM,Kurt Weiland,7
Cache,LOG20,Registered Voters,,,,733
Cache,LOG20,Registered Voters,,REP,,431
Cache,LOG20,Registered Voters,,DEM,,302
Cache,LOG20,Ballots Cast,,,,401
Cache,LOG20,Ballots Cast,,REP,,290
Cache,LOG20,Ballots Cast,,DEM,,106
Cache,LOG20,U.S. Senate,,REP,Mitt Romney,248
Cache,LOG20,U.S. Senate,,REP,Mike Kennedy,42
Cache,LOG20,State House,4,REP,Greg Merrill,193
Cache,LOG20,State House,4,REP,Dan N. Johnson,95
Cache,LOG20,U.S. House,1,DEM,Lee Castillo,48
Cache,LOG20,U.S. House,1,DEM,Kurt Weiland,29
Cache,LOG21,Registered Voters,,,,491
Cache,LOG21,Registered Voters,,REP,,232
Cache,LOG21,Registered Voters,,DEM,,259
Cache,LOG21,Ballots Cast,,,,264
Cache,LOG21,Ballots Cast,,REP,,149
Cache,LOG21,Ballots Cast,,DEM,,111
Cache,LOG21,U.S. Senate,,REP,Mitt Romney,115
Cache,LOG21,U.S. Senate,,REP,Mike Kennedy,33
Cache,LOG21,State House,4,REP,Greg Merrill,86
Cache,LOG21,State House,4,REP,Dan N. Johnson,61
Cache,LOG21,U.S. House,1,DEM,Lee Castillo,48
Cache,LOG21,U.S. House,1,DEM,Kurt Weiland,49
Cache,LOG22,Registered Voters,,,,854
Cache,LOG22,Registered Voters,,REP,,480
Cache,LOG22,Registered Voters,,DEM,,374
Cache,LOG22,Ballots Cast,,,,350
Cache,LOG22,Ballots Cast,,REP,,268
Cache,LOG22,Ballots Cast,,DEM,,82
Cache,LOG22,U.S. Senate,,REP,Mitt Romney,219
Cache,LOG22,U.S. Senate,,REP,Mike Kennedy,49
Cache,LOG22,State House,4,REP,Greg Merrill,102
Cache,LOG22,State House,4,REP,Dan N. Johnson,160
Cache,LOG22,U.S. House,1,DEM,Lee Castillo,52
Cache,LOG22,U.S. House,1,DEM,Kurt Weiland,30
Cache,LOG23,Registered Voters,,,,498
Cache,LOG23,Registered Voters,,REP,,206
Cache,LOG23,Registered Voters,,DEM,,292
Cache,LOG23,Ballots Cast,,,,26
Cache,LOG23,Ballots Cast,,REP,,19
Cache,LOG23,Ballots Cast,,DEM,,7
Cache,LOG23,U.S. Senate,,REP,Mitt Romney,16
Cache,LOG23,U.S. Senate,,REP,Mike Kennedy,3
Cache,LOG23,State House,4,REP,Greg Merrill,8
Cache,LOG23,State House,4,REP,Dan N. Johnson,9
Cache,LOG23,U.S. House,1,DEM,Lee Castillo,2
Cache,LOG23,U.S. House,1,DEM,Kurt Weiland,5
Cache,LOG24,Registered Voters,,,,434
Cache,LOG24,Registered Voters,,REP,,133
Cache,LOG24,Registered Voters,,DEM,,301
Cache,LOG24,Ballots Cast,,,,105
Cache,LOG24,Ballots Cast,,REP,,72
Cache,LOG24,Ballots Cast,,DEM,,33
Cache,LOG24,U.S. Senate,,REP,Mitt Romney,54
Cache,LOG24,U.S. Senate,,REP,Mike Kennedy,18
Cache,LOG24,State House,4,REP,Greg Merrill,27
Cache,LOG24,State House,4,REP,Dan N. Johnson,43
Cache,LOG24,U.S. House,1,DEM,Lee Castillo,23
Cache,LOG24,U.S. House,1,DEM,Kurt Weiland,10
Cache,LOG25,Registered Voters,,,,601
Cache,LOG25,Registered Voters,,REP,,286
Cache,LOG25,Registered Voters,,DEM,,315
Cache,LOG25,Ballots Cast,,,,170
Cache,LOG25,Ballots Cast,,REP,,128
Cache,LOG25,Ballots Cast,,DEM,,42
Cache,LOG25,U.S. Senate,,REP,Mitt Romney,90
Cache,LOG25,U.S. Senate,,REP,Mike Kennedy,38
Cache,LOG25,U.S. House,1,DEM,Lee Castillo,23
Cache,LOG25,U.S. House,1,DEM,Kurt Weiland,19
Cache,LOG26,Registered Voters,,,,529
Cache,LOG26,Registered Voters,,REP,,256
Cache,LOG26,Registered Voters,,DEM,,273
Cache,LOG26,Ballots Cast,,,,146
Cache,LOG26,Ballots Cast,,REP,,110
Cache,LOG26,Ballots Cast,,DEM,,36
Cache,LOG26,U.S. Senate,,REP,Mitt Romney,80
Cache,LOG26,U.S. Senate,,REP,Mike Kennedy,29
Cache,LOG26,State House,4,REP,Greg Merrill,42
Cache,LOG26,State House,4,REP,Dan N. Johnson,66
Cache,LOG26,U.S. House,1,DEM,Lee Castillo,24
Cache,LOG26,U.S. House,1,DEM,Kurt Weiland,12
Cache,LOG27,Registered Voters,,,,718
Cache,LOG27,Registered Voters,,REP,,367
Cache,LOG27,Registered Voters,,DEM,,351
Cache,LOG27,Ballots Cast,,,,171
Cache,LOG27,Ballots Cast,,REP,,144
Cache,LOG27,Ballots Cast,,DEM,,27
Cache,LOG27,U.S. Senate,,REP,Mitt Romney,104
Cache,LOG27,U.S. Senate,,REP,Mike Kennedy,40
Cache,LOG27,U.S. House,1,DEM,Lee Castillo,19
Cache,LOG27,U.S. House,1,DEM,Kurt Weiland,8
Cache,LOG28,Registered Voters,,,,249
Cache,LOG28,Registered Voters,,REP,,131
Cache,LOG28,Registered Voters,,DEM,,118
Cache,LOG28,Ballots Cast,,,,50
Cache,LOG28,Ballots Cast,,REP,,44
Cache,LOG28,Ballots Cast,,DEM,,6
Cache,LOG28,U.S. Senate,,REP,Mitt Romney,41
Cache,LOG28,U.S. Senate,,REP,Mike Kennedy,3
Cache,LOG28,State House,4,REP,Greg Merrill,25
Cache,LOG28,State House,4,REP,Dan N. Johnson,19
Cache,LOG28,U.S. House,1,DEM,Lee Castillo,5
Cache,LOG28,U.S. House,1,DEM,Kurt Weiland,1
Cache,LOG29,Registered Voters,,,,798
Cache,LOG29,Registered Voters,,REP,,451
Cache,LOG29,Registered Voters,,DEM,,347
Cache,LOG29,Ballots Cast,,,,364
Cache,LOG29,Ballots Cast,,REP,,291
Cache,LOG29,Ballots Cast,,DEM,,73
Cache,LOG29,U.S. Senate,,REP,Mitt Romney,224
Cache,LOG29,U.S. Senate,,REP,Mike Kennedy,67
Cache,LOG29,State House,4,REP,Greg Merrill,121
Cache,LOG29,State House,4,REP,Dan N. Johnson,165
Cache,LOG29,U.S. House,1,DEM,Lee Castillo,42
Cache,LOG29,U.S. House,1,DEM,Kurt Weiland,31
Cache,LOG30,Registered Voters,,,,707
Cache,LOG30,Registered Voters,,REP,,350
Cache,LOG30,Registered Voters,,DEM,,357
Cache,LOG30,Ballots Cast,,,,157
Cache,LOG30,Ballots Cast,,REP,,116
Cache,LOG30,Ballots Cast,,DEM,,41
Cache,LOG30,U.S. Senate,,REP,Mitt Romney,85
Cache,LOG30,U.S. Senate,,REP,Mike Kennedy,31
Cache,LOG30,U.S. House,1,DEM,Lee Castillo,29
Cache,LOG30,U.S. House,1,DEM,Kurt Weiland,12
Cache,LOG31,Registered Voters,,,,511
Cache,LOG31,Registered Voters,,REP,,233
Cache,LOG31,Registered Voters,,DEM,,278
Cache,LOG31,Ballots Cast,,,,89
Cache,LOG31,Ballots Cast,,REP,,61
Cache,LOG31,Ballots Cast,,DEM,,28
Cache,LOG31,U.S. Senate,,REP,Mitt Romney,44
Cache,LOG31,U.S. Senate,,REP,Mike Kennedy,17
Cache,LOG31,U.S. House,1,DEM,Lee Castillo,20
Cache,LOG31,U.S. House,1,DEM,Kurt Weiland,8
Cache,LOG32,Registered Voters,,,,340
Cache,LOG32,Registered Voters,,REP,,173
Cache,LOG32,Registered Voters,,DEM,,167
Cache,LOG32,Ballots Cast,,,,76
Cache,LOG32,Ballots Cast,,REP,,59
Cache,LOG32,Ballots Cast,,DEM,,17
Cache,LOG32,U.S. Senate,,REP,Mitt Romney,34
Cache,LOG32,U.S. Senate,,REP,Mike Kennedy,25
Cache,LOG32,U.S. House,1,DEM,Lee Castillo,5
Cache,LOG32,U.S. House,1,DEM,Kurt Weiland,12
Cache,LOG33,Registered Voters,,,,569
Cache,LOG33,Registered Voters,,REP,,287
Cache,LOG33,Registered Voters,,DEM,,282
Cache,LOG33,Ballots Cast,,,,209
Cache,LOG33,Ballots Cast,,REP,,166
Cache,LOG33,Ballots Cast,,DEM,,43
Cache,LOG33,U.S. Senate,,REP,Mitt Romney,107
Cache,LOG33,U.S. Senate,,REP,Mike Kennedy,59
Cache,LOG33,State House,4,REP,Greg Merrill,38
Cache,LOG33,State House,4,REP,Dan N. Johnson,122
Cache,LOG33,U.S. House,1,DEM,Lee Castillo,27
Cache,LOG33,U.S. House,1,DEM,Kurt Weiland,16
Cache,MEN01,Registered Voters,,,,93
Cache,MEN01,Registered Voters,,REP,,57
Cache,MEN01,Registered Voters,,DEM,,36
Cache,MEN01,Ballots Cast,,,,33
Cache,MEN01,Ballots Cast,,REP,,29
Cache,MEN01,Ballots Cast,,DEM,,4
Cache,MEN01,U.S. Senate,,REP,Mitt Romney,12
Cache,MEN01,U.S. Senate,,REP,Mike Kennedy,17
Cache,MEN01,U.S. House,1,DEM,Lee Castillo,3
Cache,MEN01,U.S. House,1,DEM,Kurt Weiland,1