county,precinct,office,district,Candidate,party,polling,polling_2 ,polling_3 ,early_voting ,absentee ,provisional ,paper ,votes 
Washington,AV51,U.S. Senate,,Mike Kennedy,,0,0,0,0,57,0,0,57
Washington,COAND,U.S. Senate,,Mike Kennedy,,0,0,0,0,0,0,0,0
Washington,COCDSR,U.S. Senate,,Mike Kennedy,,1,0,0,0,27,0,0,28
Washington,COCNBR,U.S. Senate,,Mike Kennedy,,0,2,0,0,55,1,0,58
Washington,CODAV,U.S. Senate,,Mike Kennedy,,0,2,0,2,122,1,0,127
Washington,CODIV,U.S. Senate,,Mike Kennedy,,3,68,0,2,19,2,0,94
Washington,CODXDR,U.S. Senate,,Mike Kennedy,,0,1,0,0,75,2,0,78
Washington,COGL,U.S. Senate,,Mike Kennedy,,0,0,0,0,6,0,0,6
Washington,COGUBL,U.S. Senate,,Mike Kennedy,,0,0,0,0,0,0,0,0
Washington,COHS74,U.S. Senate,,Mike Kennedy,,0,0,0,0,3,0,0,3
Washington,COHV28,U.S. Senate,,Mike Kennedy,,0,0,0,0,8,0,0,8
Washington,COHV29,U.S. Senate,,Mike Kennedy,,0,0,0,0,1,0,0,1
Washington,COLEED,U.S. Senate,,Mike Kennedy,,0,0,0,0,30,0,0,30
Washington,CONCF,U.S. Senate,,Mike Kennedy,,0,1,0,0,17,0,0,18
Washington,CONH,U.S. Senate,,Mike Kennedy,,1,0,0,0,133,0,0,133
Washington,COPINE,U.S. Senate,,Mike Kennedy,,0,0,0,0,26,0,0,26
Washington,COSN28,U.S. Senate,,Mike Kennedy,,0,0,0,0,4,0,0,4
Washington,COVE,U.S. Senate,,Mike Kennedy,,0,0,0,0,49,0,0,49
Washington,COWH,U.S. Senate,,Mike Kennedy,,0,107,0,12,22,2,0,143
Washington,EN82,U.S. Senate,,Mike Kennedy,,1,2,0,1,103,1,0,108
Washington,HIL97,U.S. Senate,,Mike Kennedy,,0,0,0,0,34,0,0,34
Washington,HU52,U.S. Senate,,Mike Kennedy,,73,0,0,3,28,3,0,107
Washington,HU53,U.S. Senate,,Mike Kennedy,,72,0,0,5,16,0,0,93
Washington,HU54,U.S. Senate,,Mike Kennedy,,57,0,0,3,33,2,0,95
Washington,HU55,U.S. Senate,,Mike Kennedy,,40,1,0,2,16,0,0,59
Washington,HU56,U.S. Senate,,Mike Kennedy,,70,0,0,4,67,1,0,142
Washington,HU57,U.S. Senate,,Mike Kennedy,,53,1,0,2,27,10,0,93
Washington,HU58,U.S. Senate,,Mike Kennedy,,77,3,0,7,24,0,0,111
Washington,HU59,U.S. Senate,,Mike Kennedy,,41,0,0,4,27,1,0,73
Washington,HU60,U.S. Senate,,Mike Kennedy,,67,2,0,10,43,3,0,125
Washington,IV76,U.S. Senate,,Mike Kennedy,,1,42,0,8,19,3,0,73
Washington,IV77,U.S. Senate,,Mike Kennedy,,3,45,0,5,33,3,0,89
Washington,IV78,U.S. Senate,,Mike Kennedy,,0,50,0,6,41,4,0,101
Washington,IV79,U.S. Senate,,Mike Kennedy,,0,53,0,14,12,2,0,81
Washington,IV80,U.S. Senate,,Mike Kennedy,,2,60,0,4,18,2,0,86
Washington,LA85,U.S. Senate,,Mike Kennedy,,7,0,0,1,82,0,0,90
Washington,LA86,U.S. Senate,,Mike Kennedy,,5,0,0,1,75,0,0,81
Washington,LA87,U.S. Senate,,Mike Kennedy,,6,0,0,0,71,0,0,77
Washington,LE90,U.S. Senate,,Mike Kennedy,,0,1,0,0,114,1,0,116
Washington,NH93,U.S. Senate,,Mike Kennedy,,0,0,20,0,0,0,0,20
Washington,RC94,U.S. Senate,,Mike Kennedy,,0,0,0,0,10,0,0,10
Washington,SC71,U.S. Senate,,Mike Kennedy,,66,1,0,6,17,1,0,91
Washington,SC72,U.S. Senate,,Mike Kennedy,,51,0,0,8,13,0,0,72
Washington,SC73,U.S. Senate,,Mike Kennedy,,64,0,0,12,15,1,0,92
Washington,SC74,U.S. Senate,,Mike Kennedy,,82,0,0,13,26,2,0,123
Washington,SG01,U.S. Senate,,Mike Kennedy,,27,14,0,6,16,3,0,66
Washington,SG02,U.S. Senate,,Mike Kennedy,,4,25,0,3,28,3,0,63
Washington,SG03,U.S. Senate,,Mike Kennedy,,1,44,0,8,12,0,0,65
Washington,SG04,U.S. Senate,,Mike Kennedy,,39,1,0,1,8,1,0,50
Washington,SG05,U.S. Senate,,Mike Kennedy,,1,29,0,6,21,1,0,58
Washington,SG06,U.S. Senate,,Mike Kennedy,,0,35,0,1,8,2,0,46
Washington,SG07,U.S. Senate,,Mike Kennedy,,0,33,0,5,61,3,0,62
Washington,SG08,U.S. Senate,,Mike Kennedy,,43,5,0,0,25,1,0,74
Washington,SG09,U.S. Senate,,Mike Kennedy,,37,4,0,4,27,0,0,72
Washington,SG10,U.S. Senate,,Mike Kennedy,,24,1,0,4,12,0,0,41
Washington,SG11,U.S. Senate,,Mike Kennedy,,32,5,0,5,21,4,0,67
Washington,SG12,U.S. Senate,,Mike Kennedy,,34,0,0,7,25,3,0,69
Washington,SG13,U.S. Senate,,Mike Kennedy,,17,2,0,5,19,0,0,43
Washington,SG14,U.S. Senate,,Mike Kennedy,,3,29,0,6,61,1,0,56
Washington,SG15,U.S. Senate,,Mike Kennedy,,6,39,0,3,15,2,0,65
Washington,SG16,U.S. Senate,,Mike Kennedy,,62,2,0,8,26,2,0,100
Washington,SG17,U.S. Senate,,Mike Kennedy,,53,2,0,9,43,0,0,107
Washington,SG18,U.S. Senate,,Mike Kennedy,,4,52,0,8,19,1,0,84
Washington,SG19,U.S. Senate,,Mike Kennedy,,4,39,0,2,17,0,0,62
Washington,SG20,U.S. Senate,,Mike Kennedy,,61,1,0,5,23,1,0,91
Washington,SG21,U.S. Senate,,Mike Kennedy,,60,2,0,6,61,2,0,98
Washington,SG22,U.S. Senate,,Mike Kennedy,,9,41,0,8,39,1,0,98
Washington,SG23,U.S. Senate,,Mike Kennedy,,10,53,0,4,34,0,0,101
Washington,SG24,U.S. Senate,,Mike Kennedy,,4,52,0,1,12,0,0,69
Washington,SG25,U.S. Senate,,Mike Kennedy,,46,1,0,7,17,5,0,76
Washington,SG26,U.S. Senate,,Mike Kennedy,,54,1,0,6,32,4,0,97
Washington,SG27,U.S. Senate,,Mike Kennedy,,52,5,0,13,9,4,0,83
Washington,SG28,U.S. Senate,,Mike Kennedy,,71,2,0,5,26,2,0,106
Washington,SG29,U.S. Senate,,Mike Kennedy,,63,0,0,12,31,13,0,119
Washington,SG30,U.S. Senate,,Mike Kennedy,,82,1,0,9,43,1,0,136
Washington,SG31,U.S. Senate,,Mike Kennedy,,58,0,0,10,31,2,0,101
Washington,SG32,U.S. Senate,,Mike Kennedy,,46,1,0,7,30,2,0,86
Washington,SG33,U.S. Senate,,Mike Kennedy,,24,1,0,3,30,0,0,58
Washington,SG34,U.S. Senate,,Mike Kennedy,,41,5,0,10,46,4,0,106
Washington,SG35,U.S. Senate,,Mike Kennedy,,38,10,0,3,33,2,0,86
Washington,SG36,U.S. Senate,,Mike Kennedy,,1,46,0,4,38,1,0,90
Washington,SG37,U.S. Senate,,Mike Kennedy,,1,51,0,4,26,1,0,82
Washington,SG38,U.S. Senate,,Mike Kennedy,,0,41,0,3,58,3,0,56
Washington,SG39,U.S. Senate,,Mike Kennedy,,2,128,0,7,51,4,0,192
Washington,SG40,U.S. Senate,,Mike Kennedy,,2,50,0,6,24,0,0,82
Washington,SG41,U.S. Senate,,Mike Kennedy,,0,86,0,4,59,3,0,152
Washington,SG42,U.S. Senate,,Mike Kennedy,,38,0,0,7,28,3,0,76
Washington,SG43,U.S. Senate,,Mike Kennedy,,61,11,0,11,23,5,0,87
Washington,SG44,U.S. Senate,,Mike Kennedy,,47,20,0,9,17,7,0,100
Washington,SG45,U.S. Senate,,Mike Kennedy,,1,56,0,4,18,0,0,79
Washington,SG46,U.S. Senate,,Mike Kennedy,,2,144,0,18,101,2,0,267
Washington,SG47,U.S. Senate,,Mike Kennedy,,4,35,0,17,42,3,0,101
Washington,SG48,U.S. Senate,,Mike Kennedy,,0,20,0,2,24,1,0,47
Washington,SG49,U.S. Senate,,Mike Kennedy,,0,42,0,4,11,0,0,57
Washington,SP95,U.S. Senate,,Mike Kennedy,,1,0,0,0,28,0,0,29
Washington,TQ96,U.S. Senate,,Mike Kennedy,,2,3,0,1,162,0,0,168
Washington,VI89,U.S. Senate,,Mike Kennedy,,1,0,0,0,66,0,0,67
Washington,WA60,U.S. Senate,,Mike Kennedy,,0,61,0,15,27,2,0,95
Washington,WA61,U.S. Senate,,Mike Kennedy,,0,44,0,12,15,4,0,75
Washington,WA62,U.S. Senate,,Mike Kennedy,,0,66,0,12,11,4,0,93
Washington,WA63,U.S. Senate,,Mike Kennedy,,1,52,0,7,15,4,0,79
Washington,WA64,U.S. Senate,,Mike Kennedy,,0,81,0,5,27,1,0,114
Washington,WA65,U.S. Senate,,Mike Kennedy,,30,2,0,3,10,0,0,45
Washington,WA66,U.S. Senate,,Mike Kennedy,,8,26,0,2,51,2,0,64
Washington,WA67,U.S. Senate,,Mike Kennedy,,9,76,0,9,22,0,0,116
Washington,WA68,U.S. Senate,,Mike Kennedy,,68,6,0,7,27,4,0,112
Washington,WA69,U.S. Senate,,Mike Kennedy,,38,13,0,8,33,3,0,95
Washington,WA70,U.S. Senate,,Mike Kennedy,,9,31,0,10,26,0,0,76
Washington,WA71,U.S. Senate,,Mike Kennedy,,0,48,0,11,52,2,0,113
Washington,WA72,U.S. Senate,,Mike Kennedy,,57,0,0,4,6,1,0,68
Washington,WA73,U.S. Senate,,Mike Kennedy,,37,6,0,3,19,0,0,65
Washington,Total,U.S. Senate,,Mike Kennedy,,2349,2204,0,545,3531,179,0,8808
Washington,AV51,State House,71,Mark S Borowiak,,0,0,0,0,29,0,0,29
Washington,COAND,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,COCDSR,State House,71,Mark S Borowiak,,1,0,0,0,12,0,0,13
Washington,COCNBR,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,CODAV,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,CODIV,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,CODXDR,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,COGL,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,COGUBL,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,COHS74,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,COHV28,State House,71,Mark S Borowiak,,0,0,0,0,0,0,0,0
Washington,COHV29,State House,71,Mark S Borowiak,,0,0,0,0,2,0,0,2
Washington,COLEED,State House,71,Mark S Borowiak,,0,0,0,0,29,0,0,29
Washington,CONCF,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,CONH,State House,71,Mark S Borowiak,,1,0,0,1,75,0,0,77
Washington,COPINE,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,COSN28,State House,71,Mark S Borowiak,,0,0,0,0,2,0,0,2
Washington,COVE,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,COWH,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,EN82,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,HIL97,State House,71,Mark S Borowiak,,0,0,0,0,12,0,0,12
Washington,HU52,State House,71,Mark S Borowiak,,40,0,0,3,17,0,0,60
Washington,HU53,State House,71,Mark S Borowiak,,44,0,0,3,12,0,0,59
Washington,HU54,State House,71,Mark S Borowiak,,28,0,0,1,17,0,0,46
Washington,HU55,State House,71,Mark S Borowiak,,24,0,0,2,7,0,0,33
Washington,HU56,State House,71,Mark S Borowiak,,35,0,0,4,44,1,0,84
Washington,HU57,State House,71,Mark S Borowiak,,28,0,0,1,11,5,0,45
Washington,HU58,State House,71,Mark S Borowiak,,48,1,0,6,22,0,0,77
Washington,HU59,State House,71,Mark S Borowiak,,20,0,0,7,20,0,0,47
Washington,HU60,State House,71,Mark S Borowiak,,66,2,0,9,45,3,0,125
Washington,IV76,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,IV77,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,IV78,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,IV79,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,IV80,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,LA85,State House,71,Mark S Borowiak,,4,0,0,0,49,0,0,53
Washington,LA86,State House,71,Mark S Borowiak,,3,1,0,0,53,0,0,58
Washington,LA87,State House,71,Mark S Borowiak,,2,0,0,0,47,0,0,49
Washington,LE90,State House,71,Mark S Borowiak,,0,0,0,0,59,0,0,59
Washington,NH93,State House,71,Mark S Borowiak,,0,0,0,0,15,0,0,15
Washington,RC94,State House,71,Mark S Borowiak,,0,0,0,0,6,0,0,6
Washington,SC71,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SC72,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SC73,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SC74,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG01,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG02,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG03,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG04,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG05,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG06,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG07,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG08,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG09,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG10,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG11,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG12,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG13,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG14,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG15,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG16,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG17,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG18,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG19,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG20,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG21,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG22,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG23,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG24,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG25,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG26,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG27,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG28,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG29,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG30,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG31,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG32,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG33,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG34,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG35,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG36,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG37,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG38,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG39,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG40,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG41,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG42,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG43,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG44,State House,71,Mark S Borowiak,,22,9,0,6,10,2,0,49
Washington,SG45,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG46,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG47,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG48,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SG49,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,SP95,State House,71,Mark S Borowiak,,0,0,0,0,13,0,0,15
Washington,TQ96,State House,71,Mark S Borowiak,,2,0,0,0,79,0,0,81
Washington,VI89,State House,71,Mark S Borowiak,,1,0,0,0,30,0,0,31
Washington,WA60,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA61,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA62,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA63,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA64,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA65,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA66,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA67,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA68,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA69,State House,71,Mark S Borowiak,,9,5,0,9,24,1,0,48
Washington,WA70,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA71,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA72,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,WA73,State House,71,Mark S Borowiak,,-,-,-,-,-,-,-,-
Washington,Total,State House,71,Mark S Borowiak,,378,19,0,52,743,12,0,1204
Washington,AV51,State House,71,Brad Last,,0,0,0,0,74,0,0,74
Washington,COAND,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,COCDSR,State House,71,Brad Last,,2,0,0,0,30,0,0,32
Washington,COCNBR,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,CODAV,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,CODIV,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,CODXDR,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,COGL,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,COGUBL,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,COHS74,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,COHV28,State House,71,Brad Last,,0,0,0,0,9,0,0,9
Washington,COHV29,State House,71,Brad Last,,0,0,0,0,1,0,0,1
Washington,COLEED,State House,71,Brad Last,,0,0,0,0,39,0,0,39
Washington,CONCF,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,CONH,State House,71,Brad Last,,0,0,0,1,137,0,0,138
Washington,COPINE,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,COSN28,State House,71,Brad Last,,0,0,0,0,3,0,0,3
Washington,COVE,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,COWH,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,EN82,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,HIL97,State House,71,Brad Last,,0,0,0,0,36,0,0,36
Washington,HU52,State House,71,Brad Last,,104,0,0,14,33,3,0,154
Washington,HU53,State House,71,Brad Last,,96,0,0,10,36,0,0,142
Washington,HU54,State House,71,Brad Last,,92,0,0,21,77,2,0,192
Washington,HU55,State House,71,Brad Last,,53,0,0,1,16,0,0,70
Washington,HU56,State House,71,Brad Last,,81,0,0,6,80,3,0,170
Washington,HU57,State House,71,Brad Last,,51,0,0,7,37,6,0,101
Washington,HU58,State House,71,Brad Last,,104,3,0,13,45,0,0,165
Washington,HU59,State House,71,Brad Last,,44,0,0,2,35,2,0,83
Washington,HU60,State House,71,Brad Last,,46,0,0,5,56,3,0,110
Washington,IV76,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,IV77,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,IV78,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,IV79,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,IV80,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,LA85,State House,71,Brad Last,,4,0,0,1,131,0,0,136
Washington,LA86,State House,71,Brad Last,,3,1,0,-,106,0,0,110
Washington,LA87,State House,71,Brad Last,,6,0,0,0,108,0,0,114
Washington,LE90,State House,71,Brad Last,,0,1,0,0,165,1,0,167
Washington,NH93,State House,71,Brad Last,,0,0,0,0,41,0,0,41
Washington,RC94,State House,71,Brad Last,,0,0,0,0,28,0,0,28
Washington,SC71,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SC72,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SC73,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SC74,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG01,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG02,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG03,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG04,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG05,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG06,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG07,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG08,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG09,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG10,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG11,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG12,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG13,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG14,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG15,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG16,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG17,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG18,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG19,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG20,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG21,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG22,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG23,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG24,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG25,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG26,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG27,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG28,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG29,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG30,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG31,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG32,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG33,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG34,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG35,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG36,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG37,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG38,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG39,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG40,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG41,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG42,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG43,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG44,State House,71,Brad Last,,75,30,0,6,49,10,0,170
Washington,SG45,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG46,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG47,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG48,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SG49,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,SP95,State House,71,Brad Last,,1,0,0,0,62,0,0,63
Washington,TQ96,State House,71,Brad Last,,1,3,0,1,247,0,0,252
Washington,VI89,State House,71,Brad Last,,0,0,0,0,84,0,0,84
Washington,WA60,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA61,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA62,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA63,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA64,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA65,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA66,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA67,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA68,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA69,State House,71,Brad Last,,52,17,0,13,57,7,0,146
Washington,WA70,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA71,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA72,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,WA73,State House,71,Brad Last,,-,-,-,-,-,-,-,-
Washington,Total,State House,71,Brad Last,,815,55,0,101,1822,37,0,2830
